Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Train_F1,Val_F1,Epoch
0.2522661483792531,0.9765210366069484,0.11194292648319151,0.9769123134328358,0.0,0.0,1
0.10992693901237505,0.9766975902792648,0.11005279372048041,0.9769123134328358,0.0,0.0,2
0.10759726111532424,0.9767109656289024,0.1086273567169659,0.976434790376407,0.0,0.0,3
0.1054376621003753,0.97672434086629,0.10753590770337831,0.976434790376407,0.0,0.0,4
0.10382482645340627,0.9766975902792648,0.10720818452910028,0.9769123134328358,0.0,0.0,5
0.10219080521827234,0.97672434086629,0.10651778163842515,0.976434790376407,0.0,0.0,6
0.09983620996024412,0.9767109656289024,0.10434085012570427,0.9769123134328358,0.0,0.0,7
0.0931400141994968,0.9767109656289024,0.0873870399274871,0.976434790376407,0.0,0.0,8
0.059754688648116304,0.9793886963257008,0.03229207561490673,0.9876288202271533,0.25690021231422505,0.6709677419354839,9
0.02075957048012218,0.9933203860640302,0.007151390821179342,0.9986007462686567,0.8452624403544647,0.9702970297029703,10
0.006914614497305205,0.9984110169491526,0.0029218100064003004,0.9993003731343284,0.96569250317662,0.9850746268656716,11
0.002945396223947119,0.99935263653484,0.0012160513510141035,0.9997667910447762,0.9860759493670886,0.9949748743718593,12
0.001820032785914053,0.999558615819209,0.0006954863369662327,1.0,0.9905243209096652,1.0,13
0.0010945900490156168,0.9998528719397364,0.00041859107814236677,1.0,0.9968374446552815,1.0,14
0.000758194982014026,0.9998234463276836,0.00023741268577041528,1.0,0.9962025316455696,1.0,15
0.0006240788250934256,0.9997940207156308,0.00016213870304691505,1.0,0.9955780164245105,1.0,16
0.0004145770180496625,0.9999117231638418,0.00011161395883001443,1.0,0.9981048641819331,1.0,17
0.0003443930884690178,0.9999411487758946,8.81469432345879e-05,1.0,0.9987357774968394,1.0,18
0.000242167036312137,0.9999411487758946,5.8475006882339064e-05,1.0,0.9987357774968394,1.0,19
6.79417207399351e-05,1.0,4.0567637333193646e-05,1.0,1.0,1.0,20
0.00036856341158802606,0.9998528719397364,6.851883181694399e-05,1.0,0.9968414403032217,1.0,21
0.00012501657093447373,0.9999411487758946,2.897327724566274e-05,1.0,0.9987357774968394,1.0,22
0.00016473382518281877,0.9999411487758946,2.4594350757161118e-05,1.0,0.9987357774968394,1.0,23
0.00010795744397831476,0.9999705743879472,2.799517133484213e-05,1.0,0.9993682880606444,1.0,24
6.391283873768732e-05,1.0,1.54623856118455e-05,1.0,1.0,1.0,25
2.6774636681559665e-05,1.0,1.1131816814374604e-05,1.0,1.0,1.0,26
1.7430269595812397e-05,1.0,9.230646284372388e-06,1.0,1.0,1.0,27
2.6921558164079513e-05,1.0,6.4712250321343235e-06,1.0,1.0,1.0,28
5.330284174494769e-05,1.0,8.53836185389651e-06,1.0,1.0,1.0,29
0.0002901198048709036,0.9999411487758946,7.6281027483938425e-06,1.0,0.9987357774968394,1.0,30
0.00015018861940451525,0.9999705743879472,6.635955701961032e-06,1.0,0.9993674889310563,1.0,31
1.0092117216123483e-05,1.0,5.329399423836785e-06,1.0,1.0,1.0,32
4.7040570401666265e-05,1.0,5.022797062738863e-06,1.0,1.0,1.0,33
