Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Train_F1,Val_F1,Epoch
0.3055816706243217,0.9539221665504513,0.18592722158971187,0.9535692076184856,0.0,0.0,1
0.1858393093881471,0.9538686654886508,0.18303070525223009,0.9545242537313433,0.0,0.0,2
0.18274921324214194,0.9539355419000888,0.178256637135299,0.9540467306749144,0.0,0.0,3
0.17811865758002962,0.9539221665504513,0.17047737048778713,0.9540467306749144,0.0,0.0,4
0.16969906361213127,0.9539221665504513,0.1584816583343403,0.9545242537313433,0.0,0.0,5
0.1587275264181654,0.9539355419000888,0.14753829693976786,0.9540467306749144,0.0,0.0,6
0.14489182791336028,0.9543769260808798,0.12517383716719663,0.9566231343283582,0.02269861286254729,0.1142857142857143,7
0.1254913852841957,0.9585286124053424,0.10661330767177721,0.9664068053017801,0.30776794493608656,0.5202702702702703,8
0.11107675323466602,0.9636593691148776,0.09701526148159176,0.9703713575405861,0.48391140827413287,0.6246246246246245,9
0.10144325487992183,0.967738828977847,0.08963824427731608,0.9717706112719294,0.5639187574671446,0.6489675516224188,10
0.09625954987787692,0.9691485833313506,0.08567235336953816,0.9729255509020677,0.5909445745511319,0.6744186046511628,11
0.09282238275416396,0.9709435456665672,0.08574588154173853,0.9729366560480488,0.6310280373831776,0.6524390243902438,12
0.08922669046682712,0.9726662814280408,0.08325670914388798,0.9734030739584966,0.6513899323816679,0.6626506024096386,13
0.0882048316571053,0.9719573917137476,0.08015010997530148,0.9734030739584966,0.6450651769087523,0.6725146198830411,14
0.08517322370247458,0.9733858714669438,0.08124287989016872,0.9745802238805971,0.6674025018395879,0.6765578635014837,15
0.08410434442821386,0.9736935028248588,0.07971542191936319,0.9748134328358209,0.671565025716385,0.6823529411764707,16
0.08162950355739029,0.9744451935008421,0.07669767570386786,0.9750355366450637,0.6870944484498919,0.7107438016528925,17
0.0816489473632839,0.9747849254958374,0.07636574873452824,0.9755130597014925,0.6916426512968299,0.6974063400576369,18
0.08094059528868297,0.9743595916897114,0.07495713620781197,0.9771455223880597,0.6845540246555475,0.7262569832402235,19
0.07930221223723073,0.9752717856633462,0.07396887887830904,0.976445895522388,0.7013171947312211,0.7154929577464789,20
0.07915100914814098,0.975004280129844,0.07272397034096195,0.9773787313432836,0.6966773847802786,0.7356948228882834,21
0.0788831259147563,0.975517890772128,0.071537170542494,0.9783004620181981,0.7037037037037037,0.7465181058495821,22
0.07633045701828403,0.9756222179829513,0.07076088657868133,0.9783115671641791,0.7059659090909092,0.7409470752089138,23
0.07563844692265169,0.9763872838963223,0.07065992930770201,0.9785447761194029,0.7170077628793226,0.7486338797814208,24
0.07523572336833653,0.9765772128060264,0.07196268832400986,0.9780783582089553,0.7185289957567186,0.7314285714285714,25
0.07472460756405,0.9765772128060264,0.06932926936211115,0.9790111940298507,0.719520789288231,0.7554347826086956,26
0.07422906434651104,0.9766521144047969,0.06997346417436506,0.9785447761194029,0.7196889360197949,0.7386363636363635,27
0.07312794359640637,0.977227251296214,0.06846305740332435,0.9794776119402985,0.725789286981199,0.7634408602150538,28
0.07418724470125265,0.9767831920903954,0.06768518658245182,0.9794776119402985,0.7218893197039127,0.7608695652173914,29
0.07160303369252213,0.9774760315422734,0.06784520671451717,0.9790111940298507,0.7307286166842661,0.7580645161290323,30
0.07079654441166508,0.9779334659854796,0.06767411453142604,0.9794665067943175,0.7372851631006664,0.7688172043010753,31
0.07124895085460543,0.9774760315422734,0.06744616798183346,0.980643656716418,0.7299682315566538,0.7700831024930749,32
0.07002639010883785,0.9776820108266424,0.06726180741736759,0.9797108208955224,0.7347795661301609,0.768,33
0.07027975102782796,0.9774599811676082,0.06655637222255532,0.980643656716418,0.7314165497896213,0.764872521246459,34
0.0690753962500204,0.978110019657796,0.06590739573901618,0.9799329247047652,0.7390235335440815,0.7741935483870969,35
0.06893145121364624,0.9773289034820097,0.06602725305707491,0.980410447761194,0.7281073446327684,0.772972972972973,36
0.06875094338091506,0.9774171803181679,0.06529654980350826,0.980410447761194,0.7320991966468738,0.772972972972973,37
0.06691027911821519,0.9779013653483992,0.06516544853629999,0.980399342615213,0.737687740132728,0.770949720670391,38
0.06853922182645159,0.977505457154326,0.06475551458288453,0.9799440298507462,0.7315530569219958,0.7724867724867724,39
0.06535324155441963,0.9785219782265342,0.06472901285870618,0.9808768656716418,0.7467870788468217,0.7807486631016042,40
0.06646809163575192,0.9785487288135594,0.06438610886560382,0.9801772388059702,0.7467870788468217,0.7745358090185676,41
0.06648053299030635,0.9784898775894538,0.06418665670674598,0.9796997157495413,0.7455621301775148,0.7733333333333334,42
0.06433229433740495,0.97927099387749,0.06555923575664858,0.9820429104477612,0.7567380787836905,0.7830985915492958,43
0.06408840101030189,0.9788001840846462,0.06490128517690585,0.9820429104477612,0.7486033519553073,0.784313725490196,44
0.06405934031660966,0.9795063987739118,0.06436391084403396,0.980399342615213,0.7568134171907757,0.783068783068783,45
0.06434760877559627,0.978372175141243,0.06413920113906808,0.9811100746268657,0.7434554973821988,0.7828418230563002,46
0.06220520943813022,0.979784604519774,0.06361492191176989,0.9818097014925373,0.7610434782608696,0.7833333333333332,47
0.0627077650522304,0.9795813002604324,0.063318403451336,0.980643656716418,0.7576075550891921,0.7810026385224275,48
0.06243729169439152,0.9795063987739118,0.06308367742407624,0.9813432835820896,0.7593360995850622,0.7752808988764044,49
0.06092852109060623,0.9796829524462282,0.06323893607777266,0.9808768656716418,0.7585724282715185,0.7819148936170213,50
0.0606970009304598,0.9801109612773816,0.06338335571940044,0.9808768656716418,0.7661932802216834,0.7771739130434783,51
0.060618057971623465,0.9798033299194666,0.06232874305179459,0.9810989694808846,0.7641996557659207,0.7835616438356164,52
0.0596251066490269,0.9800066341788082,0.06265249444156429,0.9815764925373134,0.7654576856649395,0.7823691460055096,53
0.058835377540040555,0.98024203907523,0.06354383915395106,0.980410447761194,0.7667709419534237,0.7823834196891192,54
0.057719257125941816,0.9810365306006538,0.06295825532068212,0.9815653873913324,0.7779310344827586,0.7913279132791328,55
0.05710495992601725,0.9809027777777778,0.06172044492009654,0.9818097014925373,0.7759751467034863,0.7947368421052632,56
0.05700180294526759,0.9811542330488647,0.06156985910194712,0.9818097014925373,0.7796143250688705,0.7903225806451613,57
0.05656493686823131,0.9808894025403901,0.062598678796992,0.9820429104477612,0.7778158165011982,0.7924528301886793,58
0.05612256490347284,0.980431967984934,0.06259647358836358,0.9825093283582089,0.7718696397941681,0.7956403269754768,59
0.05566279585347652,0.9808439265536724,0.06342991728980633,0.9827425373134329,0.7762117566173943,0.7944444444444444,60
0.054524581148885275,0.9820664270224994,0.06246892813416538,0.9818097014925373,0.7910806174957118,0.7947368421052632,61
0.0533392264805721,0.9816972693032016,0.062482835478352296,0.9815764925373134,0.786986301369863,0.7893333333333332,62
0.05413623199089721,0.9817293699402818,0.06275108262136342,0.9820429104477612,0.7881066302118934,0.7946666666666665,63
0.052379352391247,0.9822429806948157,0.0646648980580595,0.9827314321674517,0.7944084555063075,0.797752808988764,64
0.051730158611888136,0.9821841294707102,0.06170298400015797,0.9822761194029851,0.7945670628183362,0.7956989247311828,65
0.051740549729827466,0.9817133196778666,0.06385292044815523,0.9832089552238806,0.7875470407115976,0.8032786885245902,66
0.051255270726640954,0.982331257530974,0.06042667820137016,0.9827425373134329,0.797160243407708,0.8,67
0.04979620852803029,0.9834039548022598,0.06256090967254482,0.9832089552238806,0.8084239130434783,0.8011049723756904,68
0.04996579011524682,0.9825666624273958,0.06263478562596185,0.9829757462686567,0.7991858887381277,0.7999999999999999,69
0.047402420271279715,0.9831846002805031,0.06306538645823094,0.9822761194029851,0.8054514480408858,0.7967914438502673,70
0.04870963042407584,0.9831391242937854,0.06315305964490323,0.9820429104477612,0.8051683100986059,0.7999999999999999,71
0.04738093946734975,0.9832140258925558,0.06121560389217696,0.982265014257004,0.8088531187122736,0.8021390374331551,72
0.04536613240726613,0.9843161487758946,0.0633113767183852,0.9829646411226757,0.8203572632288507,0.8044077134986226,73
0.044677201900668484,0.9845381784349287,0.06406937882971146,0.9815764925373134,0.8235294117647057,0.7969151670951156,74
0.04540667505067238,0.9840967942541378,0.06234397267581603,0.9834421641791045,0.817936614969656,0.8065395095367847,75
0.04512219377890442,0.9842867231638418,0.0637502014008433,0.9822761194029851,0.8206850235057086,0.8020833333333333,76
0.044259294035237186,0.9844793272108232,0.06649355556995765,0.9831978500778995,0.8235687981252091,0.8044692737430168,77
0.04270388738431775,0.984832434555456,0.06285588530740219,0.9836753731343284,0.828732956434985,0.8108108108108107,78
0.04399504916605998,0.9846398305084746,0.06321961961168844,0.9829646411226757,0.8238866396761133,0.8106666666666666,79
0.04231912484378265,0.9853326699603524,0.06557249063176177,0.9829646411226757,0.8325487558843307,0.8044077134986226,80
0.0397006486819035,0.9860977358737234,0.06996647205171685,0.9827425373134329,0.843915343915344,0.7897727272727272,81
0.041265915461325936,0.9853326699603524,0.0633709170020792,0.9836642679883473,0.8344414893617021,0.8181818181818182,82
0.04149915393344955,0.9850705144769054,0.06467356905077877,0.982253909111023,0.831781914893617,0.8054054054054054,83
0.04218628097024153,0.9850678394518778,0.06283655587838276,0.9839085820895522,0.8312811980033279,0.816,84
0.03910380984064112,0.9864053672316384,0.06331319842219914,0.9822761194029851,0.846,0.8051282051282052,85
