pmid,doctor
21106615,['Banu Arun']
21106722,['Amod Sarnaik']
21107093,"['Howard I. Scher', 'Peter T. Scardino']"
21107234,['Pierre Giglio']
21107287,['Karen Kelly']
21107288,"['Gregory J. Riely', 'Valerie W. Rusch', 'Mark G. Kris', 'Marc Ladanyi']"
21107320,['Keith Flaherty']
21108017,"['Timothy M. Pawlik', 'Richard D. Schulick']"
21108457,['Paul L. Nguyen']
21108568,['Aminah Jatoi']
21109294,['Darren R. Feldman']
21109360,['Loren K. Mell']
21109566,['Michael S. Simon']
21110024,['Roderich E. Schwarz']
21110323,['John C. Byrd']
21110755,"['Lance C. Pagliaro', 'Nizar M. Tannir']"
21110954,['Saurabh Das']
21111956,['Jeffrey E. Gershenwald']
21111959,['Jeffrey E. Gershenwald']
21111961,['Vernon K. Sondak']
21111962,['Vernon K. Sondak']
21111964,['Patrick Hwu']
21111965,['Jeffrey E. Gershenwald']
21112041,['Shaji Kumar']
21112078,['Nicole D. Fleming']
21112542,['Bhuvaneswari Ramaswamy']
21114611,['Harry W. Herr']
21114847,['Fergus Couch']
21115010,['Charles S. Fuchs']
21115411,['Jonathan C. Trent']
21115423,['Funda Meric-Bernstam']
21115429,"['Farhad Ravandi', 'Steven Gore']"
21115860,['Vicente Valero']
21115861,['Barbara A. Parker']
21115865,['Antonio C. Wolff']
21115869,['Clinton F. Stewart']
21115978,['William G. Wierda']
21116624,['Robert G. Maki']
21118060,['Thomas W. Flaig']
21118967,['Larissa Meyer']
21118973,"['Jeffrey N. Weitzel', 'Claudine Isaacs', 'Saundra S. Buys', 'Kenneth Offit', 'Fergus Couch']"
21119025,['Steven Grant']
21119049,['Randolph Marks']
21119084,['Christopher Sweeney']
21120861,['Gargi H. Upadhyaya']
21121759,['William K. Oh']
21121873,['Stephen M. Ansell']
21122478,['Anas Younes']
21123005,['Jaffer A. Ajani']
21123367,['W. K. Alfred Yung']
21123634,"['Harry H. Yoon', 'Frank A. Sinicrope', 'Fernando Quevedo']"
21124077,['Jack A. Roth']
21124121,['Robert J. Canter']
21124221,['Kelly Hunt']
21124782,"['Jack A. Roth', 'Roy S. Herbst']"
21125676,['David B. Solit']
21126595,['Auayporn Nademanee']
21126650,['Ching-Hon Pui']
21126756,['Diane C. Bodurka']
21127199,['Karen S. Anderson']
21127342,['Stephen J. Forman']
21127411,"['Darren R. Feldman', 'Robert J. Motzer', 'Paul Russo']"
21127943,['Anas Younes']
21128000,"['Martin R. Weiser', 'Jose G. Guillem', 'Philip Paty']"
21128012,['Ghassan K. Abou-Alfa']
21128114,"['Joseph A. Sparano', 'Edith A. Perez', 'Gabriel N. Hortobagyi']"
21128246,['Yu Chen']
21128798,['Leslie L. Robison']
21128808,"['Gregory T. Armstrong', 'Leslie L. Robison']"
21130409,"[""Alan D. D'Andrea""]"
21130410,['Richard M. Stone']
21130517,['Marc Ladanyi']
21130701,"['Martin S. Tallman', 'Lucy A. Godley']"
21131422,['Hassane M. Zarour']
21131552,"['Geoffrey Shapiro', 'Todd Pitts']"
21131556,"['Howard I. Scher', 'Michael J. Morris', 'Susan F. Slovin', 'George Wilding', 'Glenn Liu', 'Mario A. Eisenberger']"
21131588,['Timothy Call']
21131975,['Christopher G. Wood']
21132391,"['Y. Nancy You', 'George J. Chang', 'Miguel A. Rodriguez-Bigas']"
21132730,['B. Douglas Smith']
21133727,['Michael E. Williams']
21134539,['Gerard M. Doherty']
21135114,"['Stephen B. Edge', 'Willie Underwood']"
21135144,"['William K. Oh', 'Kenneth J. Pienta', 'Mark Pomerantz']"
21135146,"['Gregory J. Riely', 'Mark G. Kris', 'Marc Ladanyi']"
21135257,['Tait D. Shanafelt']
21135267,['Steven E. Schild']
21135270,['Steven E. Schild']
21135274,"['Julia R. White', 'Benjamin D. Smith', 'Sharon H. Giordano']"
21136180,"['Timothy M. Pawlik', 'Richard D. Schulick']"
21136182,['Craig L. Slingluff']
21136578,"['Jaffer A. Ajani', 'Stephen Swisher']"
21138865,['Robert G. Maki']
21138871,"[""Alan D. D'Andrea""]"
21139019,['James C. Yao']
21140148,"['Suzanne George', 'Jonathan C. Trent']"
21140173,['Sharon H. Giordano']
21140203,['Charles S. Fuchs']
21141691,['Alberto Chiappori']
21142785,"['Andrew S. Artz', 'Lucy A. Godley', 'Sonali M. Smith', 'Wendy Stock']"
21142919,['Howard L. McLeod']
21143857,['Wendy Y. Chen']
21144559,['Saundra S. Buys']
21144560,"['Joan L. Walker', 'Bradley J. Monk']"
21144732,['Salma K. Jabbour']
21144845,['Paul G. Richardson']
21145619,['Lynn D. Wilson']
21145727,['Alberto S. Pappo']
21145765,['Hedy L. Kindler']
21146018,['Anees B. Chagpar']
21146019,['Barbara A. Pockaj']
21147032,['David G. Pfister']
21147685,['Debu Tripathy']
21147686,"['Larry Norton', 'Steven Sugarman', ""Gabriella D'Andrea"", 'Pamela Drullinsky']"
21147690,['Robert Z. Orlowski']
21147691,['Daniel Mulkerin']
21147692,"['Elizabeth A. Mittendorf', 'Funda Meric-Bernstam', 'Isabelle Bedrosian', 'Vicente Valero', 'Kelly Hunt']"
21147873,['Afshin Dowlati']
21147904,['Bradley J. Monk']
21147906,['Yukio Sonoda']
21147910,['Kenneth J. Pienta']
21148071,['Hidayatullah G. Munshi']
21148123,['Peter T. Scardino']
21148613,"['Ghassan K. Abou-Alfa', 'Hedy L. Kindler']"
21148750,['Margaret von Mehren']
21148812,['Ching-Hon Pui']
21148814,['Steven Grant']
21149252,['Amy B. Heimberger']
21149330,['Henry C. Pitot']
21149333,['Michael J. Hall']
21149653,['Ronald S. Go']
21149668,['Kebede Begna']
21150564,['Michael G. Haddock']
21150567,"['Patrick Hwu', 'Kevin Kim']"
21150674,"[""Sandra P. D'Angelo"", 'Mark G. Kris', 'Marc Ladanyi']"
21150883,['Robert R. McWilliams']
21151205,['Anas Younes']
21151709,"['Carol Aghajanian', 'Robert L. Coleman']"
21152005,['Ching-Hon Pui']
21152079,"['Jaffer A. Ajani', 'Stephen Swisher']"
21153052,"['Anthony Lucci', 'Gabriel N. Hortobagyi', 'Vicente Valero', 'Naoto T. Ueno', 'Lajos Pusztai']"
21153774,['William G. Wierda']
21153886,"['Michael G. Haddock', 'Scott H. Okuno']"
21154129,['Geoffrey Shapiro']
21154746,['Alberto Chiappori']
21154747,['Nai-Kong V. Cheung']
21156016,['Christopher Sweeney']
21156020,['Jorge A. Garcia']
21156226,['John C. Byrd']
21156228,"['Rafael Fonseca', 'John C. Byrd', 'Tait D. Shanafelt']"
21156462,"['Shaji Kumar', 'Vivek Roy', 'Angela Dispenzieri', 'Philip L. McCarthy']"
21156465,"['Mikkael A. Sekeres', 'Anjali S. Advani']"
21156844,"['Sergio Giralt', 'Partow Kebriaei', 'Elias Jabbour']"
21156980,['Ravi Salgia']
21157411,['F. Stephen Hodi']
21159366,['Kathleen N. Moore']
21159633,['Drew M. Pardoll']
21161341,['Amy C. Degnim']
21162651,['Angela Dispenzieri']
21163590,['Theodore S. Hong']
21164296,"['Martin R. Weiser', 'Jose G. Guillem', 'Philip Paty']"
21164297,['Alexander J. Lazar']
21165982,['Brian D. Badgwell']
21166003,['T. Peter Kingham']
21166498,"['Ravi Murthy', 'Patrick Hwu']"
21166506,['David J. Vaughn']
21166517,['Winston Tan']
21166755,['Karim A. Touijer']
21166761,['Willie Underwood']
21167367,['Amy C. Degnim']
21167518,"['Toni K. Choueiri', 'Christopher G. Wood', 'Nizar M. Tannir', 'Jorge A. Garcia']"
21167521,"['Robert J. Motzer', 'Paul Russo']"
21167524,['Paul Russo']
21167527,['Guru Sonpavde']
21167529,['Peter T. Scardino']
21167566,['Christopher G. Wood']
21167632,['Christopher G. Wood']
21167652,"['Richard J. Wong', 'David G. Pfister', 'Daphna Y. Gelblum']"
21167654,"['Dennis C. Shrieve', 'Neeraj Agarwal']"
21168198,['Joan L. Walker']
21168199,"['Christina Chu', 'Stephen C. Rubin']"
21168265,['Charis Eng']
21168284,['George H. Perkins']
21168302,['Stephen B. Edge']
21169051,['Alexander J. Lazar']
21169245,['Otis W. Brawley']
21169251,['Thomas J. Smith']
21169255,['Harriet M. Kluger']
21169260,['Gabriel N. Hortobagyi']
21169406,['Stephen R. Grobmyer']
21169536,"['Saundra S. Buys', 'Kenneth Offit', 'Fergus Couch']"
21169808,"['Martin R. Weiser', 'Jose G. Guillem', 'Philip Paty']"
21169870,"['Jeffrey Myers', 'Patrick Hwu', 'Kevin Kim']"
21169871,['Claire F. Verschraegen']
21169992,['Stephen M. Ansell']
21170263,['Angela Dispenzieri']
21170961,['Jorge A. Garcia']
21172013,['Edith A. Perez']
21172019,['Heinz-Josef Lenz']
21172112,['David J. Vaughn']
21172890,"['Jeffrey E Rubnitz', 'Ching-Hon Pui', 'James Downing', 'John T. Sandlund']"
21172893,['Ian E. Krop']
21173122,['Farhad Ravandi']
21173220,"['Katherine A. Janeway', 'George D. Demetri']"
21173372,"['Elizabeth A. Blair', 'Everett E. Vokes']"
21173713,['Phat Le']
21174157,['Martin McCarter']
21174224,"['George Wilding', 'Glenn Liu']"
21174232,['Timothy M. Pawlik']
21174534,"['Guru Sonpavde', 'Neeraj Agarwal']"
21174541,['Charis Eng']
21174620,['Heinz-Josef Lenz']
21175441,"['Mark J. Ratain', 'Vered Stearns']"
21176961,['Eunice S. Wang']
21177045,"['Tracy A. Balboni', 'Robert I. Haddad', 'Marshall R. Posner']"
21177507,['Charis Eng']
21177764,"['Andrew J. Wagner', 'Jeffrey A. Morgan', 'Geoffrey Shapiro', 'George D. Demetri', 'Suzanne George']"
21177781,"['Gregory T. Armstrong', 'Thomas E. Merchant', 'Melissa M. Hudson', 'Leslie L. Robison']"
21178055,"['Annick D. Van Den Abbeele', 'Mary-Ellen Taplin']"
21178081,['Barbara A. Parker']
21178571,['Robert L. Coleman']
21178573,"['Yukio Sonoda', 'Dennis Chi']"
21178574,['Kathleen M. Schmeler']
21178640,"['Stephen K. Williamson', 'Karen Kelly']"
21178721,"['Neeta Somaiah', 'George R. Simon']"
21181474,['Charis Eng']
21181476,"['Suzanne George', 'Jonathan C. Trent', 'Alexander J. Lazar']"
21181954,['S. Vincent Rajkumar']
21184188,['Isaac Yi Kim']
21185705,['Thomas Gajewski']
21185836,['Ajay Goel']
21186164,['Adam Brufsky']
21188469,['Pierre Giglio']
21189262,"['Michael Wang', 'Robert Z. Orlowski']"
21189373,['Daniel M. Green']
21189380,['David H. Ilson']
21189381,"['Charles L. Loprinzi', 'Steven R Alberts']"
21189382,['Luc Morris']
21189384,['William R. Jarnagin']
21191116,"['Gabriel N. Hortobagyi', 'Lajos Pusztai']"
21191117,['Fergus Couch']
21191675,['Luis Fayad']
21192060,['Raul Correa Ribeiro']
21193054,"['Philippe Armand', 'Jerome Ritz', 'Edwin Alyea']"
21193598,"['Yukio Sonoda', 'Dennis Chi']"
21193650,"['Shaji Kumar', 'Morie A. Gertz', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri', 'Suzanne R. Hayman']"
21194473,['Fergus Couch']
21195303,['Ching-Hon Pui']
21195540,['Peter T. Scardino']
21195630,['William R. Jarnagin']
21196176,['John O. Schorge']
21196348,['Steven N. Hochwald']
21196413,['James L. Abbruzzese']
21197567,['Stephen B. Edge']
21199651,['Fergus Couch']
21200195,['Beverly Moy']
21203532,['Isaac Yi Kim']
21203889,"['Timothy M. Pawlik', 'Richard D. Schulick']"
21204623,['Yuan Yuan']
21205745,['Howard L. McLeod']
21205755,"['Erica L. Mayer', 'Toni K. Choueiri', 'Harold J. Burstein', 'Jonathan E. Rosenberg', 'Paul L. Nguyen']"
21205759,"['Timothy M. Pawlik', 'Richard D. Schulick']"
21205832,['Otis W. Brawley']
21206384,['Janakiraman Subramanian']
21207158,['Samuel Singer']
21207163,['Monica Morrow']
21207171,"['Edith A. Perez', 'Vivek Roy']"
21207228,['Joseph A. Sparano']
21207320,['Ajay Goel']
21208802,['Pasi A. Janne']
21208843,"['Joseph A. Sparano', 'Hedy L. Kindler']"
21208844,"['Antonio Jimeno', 'Wells A. Messersmith', 'Ross C. Donehower']"
21208846,['David S. Hong']
21208853,['Richard J. Lee']
21208854,['Emmanuel S. Antonarakis']
21209395,['Amy C. Degnim']
21209588,"['Anthony Lucci', 'Funda Meric-Bernstam', 'Isabelle Bedrosian', 'Kelly Hunt', 'Barry W. Feig']"
21210120,"['Auayporn Nademanee', 'Joseph Rosenthal', 'Leslie Popplewell']"
21210173,"['Gabriel N. Hortobagyi', 'Naoto T. Ueno']"
21212061,['Steven G. DuBois']
21212064,['Michael J. Hall']
21212260,['Karen E. Knudsen']
21212426,['Eric S. Winer']
21212431,['James L. Abbruzzese']
21213018,['Paul L. Nguyen']
21213058,['Shreyaskumar Patel']
21215703,['Gabriel N. Hortobagyi']
21216450,"['Yukio Sonoda', 'Dennis Chi']"
21216929,"['David S. Hong', 'Jennifer J. Wheler']"
21217085,['Kala Visvanathan']
21217396,['Jordan Berlin']
21217399,['Cathy Eng']
21217520,['Dan Laheru']
21218460,"['Steven E. Schild', 'Grace K. Dy']"
21219242,['Daniel J. DeAngelo']
21219297,['Paul G. Richardson']
21219792,['Yu Chen']
21220306,['Neal Rosen']
21220471,"['Pasi A. Janne', 'D. Ross Camidge']"
21220472,"['Mitesh J. Borad', 'Geoffrey Shapiro', 'Joseph Paul Eder']"
21220477,['Jeffrey Myers']
21220503,['Apostolia Maria Tsimberidou']
21220590,['Michael R. Grever']
21220593,"['Philip L. McCarthy', 'Karen K. Ballen']"
21220598,['Marina Konopleva']
21220611,['Ching-Hon Pui']
21220618,"['Edith A. Perez', 'Gabriel N. Hortobagyi']"
21220746,['Steven P. Treon']
21223249,['Paul G. Richardson']
21224045,['Gerold Bepler']
21224046,['Peter T. Scardino']
21225315,"['George Wilding', 'Glenn Liu']"
21226034,['Funda Meric-Bernstam']
21226615,['Vered Stearns']
21226620,['Aminah Jatoi']
21226944,['Roderich E. Schwarz']
21227396,['Marc Ladanyi']
21228331,"['John C. Byrd', 'Robert A. Baiocchi']"
21228663,['Charis Eng']
21228734,['Paul G. Richardson']
21232625,"['Guenther Koehne', 'Sergio Giralt']"
21232660,['S. Vincent Rajkumar']
21233014,"['Robert I. Haddad', 'Marshall R. Posner']"
21233313,['James D. Griffin']
21233401,"['Funda Meric-Bernstam', 'Banu Arun', 'Gabriel N. Hortobagyi', 'Kim-Anh Do']"
21233402,['Charles L. Sawyers']
21233404,['Jeffrey E. Lancet']
21235432,['Steven N. Hochwald']
21236594,['David G. Pfister']
21238649,"['Michael P. La Quaglia', 'Nai-Kong V. Cheung']"
21239008,['Peter T. Scardino']
21239013,['Paul Russo']
21239695,['Steven Grant']
21239696,['Anas Younes']
21239698,"['B. Douglas Smith', 'Steven Gore']"
21239766,['Wendy Stock']
21239770,['James M. Foran']
21239775,['Alessandra Ferrajoli']
21239776,['Alessandra Ferrajoli']
21239804,['Thomas E. Witzig']
21241015,['Haider Mahdi']
21241213,['Paul Sabbatini']
21241278,"['Michael Wang', 'Robert Z. Orlowski', 'Sheeba K. Thomas']"
21243402,['Samuel R. Denmeade']
21243537,['Jorge A. Garcia']
21243735,['Ann H. Partridge']
21244601,['Jorge A. Garcia']
21244604,['Ashish M. Kamat']
21244613,['Toni K. Choueiri']
21244707,['Robert C. Bast']
21245420,['Edith A. Perez']
21245435,"['Jasmine M. Zain', 'Leslie Popplewell']"
21245487,"['William G. Wierda', 'Alessandra Ferrajoli']"
21245937,['Kenneth J. Pienta']
21246292,['Kathleen M. Schmeler']
21246519,['Stuart H. Packer']
21246524,"['Kelly Hunt', 'Barry W. Feig']"
21246525,['Barbara Burtness']
21246526,['Alessandra Ferrajoli']
21246533,['Mitesh J. Borad']
21246640,['Sara I. Pai']
21248300,"['Gregory J. Riely', 'Mark G. Kris', 'Marc Ladanyi']"
21248301,"['Gabriel N. Hortobagyi', 'Lajos Pusztai']"
21248303,"['Gregory J. Riely', 'Mark G. Kris']"
21248752,['John Marshall']
21251612,['Neal Rosen']
21251767,"['Joe Y. Chang', 'Stephen Swisher']"
21252315,"['Luis A. Diaz', 'Richard D. Schulick']"
21252716,"['Gregory J. Riely', 'Valerie W. Rusch']"
21252718,"['Geoffrey Shapiro', 'David S. Ettinger']"
21252858,"['Gregory J. Riely', 'Valerie W. Rusch', 'Mark G. Kris']"
21253785,['Thomas J. Smith']
21253797,['Powel Brown']
21254348,['Kevin C. Halling']
21256335,['Todd L. Demmy']
21257257,['Harry W. Herr']
21257258,['Peter T. Scardino']
21259250,['Barbara A. Pockaj']
21259254,"['Steven N. Hochwald', 'Stephen R. Grobmyer']"
21261176,['Rafael Perez']
21263044,['Barbara A. Parker']
21263087,"['Michael J. Overman', 'Scott Kopetz', 'Cathy Eng']"
21263089,"['Mitchell C. Posner', 'James C. Yao']"
21263099,['Suzanne Shusterman']
21263155,['B. Douglas Smith']
21264827,"['Joe Y. Chang', 'Charles Lu']"
21264833,['Michael J. Hassett']
21264834,['Samuel Singer']
21264837,['Carola A. S. Arndt']
21264839,['Weijing Sun']
21265391,['Richard J. Gralla']
21265392,"['Setsuko K. Chambers', 'Mike Janicek', 'Joseph Buscema']"
21266059,['Powel Brown']
21266357,['Pasi A. Janne']
21266401,"['Gabriel N. Hortobagyi', 'Naoto T. Ueno']"
21266505,['Kala Visvanathan']
21266527,['William R. Jarnagin']
21266922,['Gregory J. Riely']
21267682,['Nikhil I. Khushalani']
21268135,['Steven I. Sherman']
21268762,['Gerard M. Doherty']
21269667,['Amir A. Jazaeri']
21269715,"['Roy H. Decker', 'James B. Yu']"
21270374,['Charles S. Fuchs']
21270442,"['Martin S. Tallman', 'Eunice S. Wang', 'B. Douglas Smith', 'Lucy A. Godley', 'Farhad Ravandi', 'Hagop M. Kantarjian']"
21270668,['Anne S. Tsao']
21271347,['Thomas J. Smith']
21272136,['Yu Chen']
21273172,['S. Vincent Rajkumar']
21273606,['David G. Pfister']
21273607,['Mebea Aklilu']
21273620,['Marwan Fakih']
21273980,['Michael Carney']
21274890,['Andrew X. Zhu']
21275630,['Arnold Freedman']
21276410,['Steven Grant']
21276604,"['John O. Schorge', 'Larissa Meyer']"
21276608,['Richard T. Penson']
21276609,['Mario M. Leitao']
21277008,['Yuan Yuan']
21277104,['Thomas F. DeLaney']
21277106,['Benjamin D. Smith']
21277232,"['Annick D. Van Den Abbeele', 'Bruce E. Johnson', 'Pasi A. Janne']"
21277894,['Apostolia Maria Tsimberidou']
21277936,['Stephen E. Sallan']
21278243,['Heinz-Josef Lenz']
21278247,['Nita Ahuja']
21278312,['Larissa Meyer']
21278437,['Edith A. Perez']
21278746,['Fergus Couch']
21278770,"['Vincent T. DeVita', 'George P. Canellos']"
21278773,['Everett E. Vokes']
21280202,"['Ching-Hon Pui', 'Melissa M. Hudson']"
21281505,['Saundra S. Buys']
21281788,['Jeffrey Myers']
21282541,"['Alan F. List', 'Jeffrey E. Lancet']"
21282543,"['Geoffrey Shapiro', 'Charles M. Rudin', 'D. Ross Camidge']"
21282671,['Eduardo Bruera']
21283994,"['Timothy M. Pawlik', 'Richard D. Schulick']"
21284462,['Mark M. Souweidane']
21284736,['Yuan Yuan']
21285393,['Charles Lu']
21285439,"['Alan F. List', 'Mikkael A. Sekeres', 'Anjali S. Advani']"
21286014,['Isaac Yi Kim']
21286717,['Francisco J. Hernandez-Ilizaliturri']
21286802,['Lorna Rodriguez-Rodriguez']
21286939,['William R. Jarnagin']
21287530,['Jose G. Bazan']
21288059,['William Wong']
21288478,['Timothy S. Pardee']
21288898,['Hidayatullah G. Munshi']
21289068,['Larry Norton']
21289082,['Ferdinandos Skoulidis']
21289252,"['Maria E. Cabanillas', 'David S. Hong', 'Steven I. Sherman']"
21289306,['Mitchell C. Posner']
21289520,"['Alberto Chiappori', 'Gerold Bepler']"
21289521,"['Ravi Salgia', 'Martin Edelman']"
21290244,['Shi-Ming Tu']
21292777,"['Rafael Fonseca', 'S. Vincent Rajkumar']"
21292778,"['Shaji Kumar', 'S. Vincent Rajkumar', 'Sergio Giralt']"
21292812,"['Ravi Salgia', 'Mark J. Ratain']"
21292829,['Douglas Yee']
21294052,['Funda Meric-Bernstam']
21294121,['John Marshall']
21294131,['Barbara A. Pockaj']
21294244,['Leslie L. Robison']
21294471,['Harriet M. Kluger']
21294475,['Thomas W. Flaig']
21294478,"['Martin McCarter', 'Wells A. Messersmith']"
21295284,"['Steven N. Hochwald', 'Stephen R. Grobmyer']"
21295388,['Rafael Fonseca']
21295421,['Karen L. Reckamp']
21296399,['Jorge A. Garcia']
21296871,['Lucy A. Godley']
21296998,['Jeffrey J. Molldrem']
21297127,"['Patrick Y. Wen', 'David A. Reardon', 'David Schiff']"
21297434,['Kimberly Perez']
21297438,['Martin R. Weiser']
21297632,['Ching-Hon Pui']
21298219,['Harry W. Herr']
21298497,"['George Wilding', 'Glenn Liu']"
21298759,['Michael Wang']
21298768,"['David Walterhouse', 'Alberto S. Pappo']"
21299373,['Jeremy S. Abramson']
21299461,['Elias Jabbour']
21300006,['Paul D. Brown']
21300134,['Han Xiao']
21300398,['Nicole D. Fleming']
21300448,['Theodore S. Hong']
21300453,['Gregory M.M. Videtic']
21300455,"['Robert I. Haddad', 'Marshall R. Posner']"
21300457,['Quynh Nguyen']
21300476,['Rinaa S. Punglia']
21300758,['Gabriel Lopez-Berestein']
21300762,"['Mitesh J. Borad', 'Charles M. Rudin', 'Julie R. Brahmer', 'Patricia LoRusso']"
21300924,"['Stephen J. Forman', 'Auayporn Nademanee', 'Leslie Popplewell']"
21300929,"['Charles M. Rudin', 'Ann Mauer']"
21300930,['Edith A. Perez']
21301970,['Fumito Ito']
21302608,['Han Xiao']
21303408,['Yuan Yuan']
21303542,['Andrew X. Zhu']
21303901,['Jeffrey Y.C. Wong']
21304001,['Charles M. Rudin']
21304039,['Lance C. Pagliaro']
21304082,"['Monica Morrow', 'Kelly Hunt']"
21304509,['Roderich E. Schwarz']
21306238,['James C. Yao']
21306819,"['Annick D. Van Den Abbeele', 'Toni K. Choueiri', 'Michael B. Atkins']"
21306863,['Ting Bao']
21306864,['Eduardo Bruera']
21306953,['Hedy L. Kindler']
21307148,"['Elias Jabbour', 'Hagop M. Kantarjian']"
21307934,['Matthew Meyerson']
21308147,['Isaac Yi Kim']
21308486,['Laura Kruper']
21309930,['Courtney L. Scaife']
21310669,['Debu Tripathy']
21310826,['Charles S. Fuchs']
21310843,['Stephen B. Edge']
21310846,['Jennifer A. Ligibel']
21310924,"['William G. Wierda', 'Alessandra Ferrajoli']"
21311328,"['Mary-Ellen Taplin', 'Jonathan E. Rosenberg']"
21311392,"['Vicente Valero', 'Kelly Hunt']"
21312312,['Loretta S. Loftus']
21315428,['Ritu Salani']
21315448,['Dhaval R. Mehta']
21315721,"['Lisa Diller', 'Gregory T. Armstrong', 'Leslie L. Robison']"
21317224,['Vernon K. Sondak']
21317511,['Stephen B. Edge']
21317741,"[""Sandra P. D'Angelo"", 'Mark G. Kris']"
21317742,['Gerold Bepler']
21319142,['Farhad Ravandi']
21319153,['Annick D. Van Den Abbeele']
21319291,"['Ching-Hon Pui', 'John T. Sandlund']"
21319292,"['Katherine A. Janeway', 'Steven G. DuBois']"
21319869,['Shreyaskumar Patel']
21320277,['Harry W. Herr']
21320619,['Edwin Alyea']
21320670,['Kathleen M. Schmeler']
21320835,['Angela Dispenzieri']
21320950,['Ira J. Dunkel']
21321214,"['Sarat Chandarlapaty', 'Neal Rosen']"
21321292,"['John C. Byrd', 'Richard A. Larson']"
21321360,['Paul G. Richardson']
21321978,['Amir Goldkorn']
21322078,['Jeffrey Myers']
21322756,"['Paul Sabbatini', 'Rachel N. Grisham']"
21322777,['Jeffrey J. Molldrem']
21322778,['Paul G. Richardson']
21323425,['Ursula A. Matulonis']
21324160,['Mitchell Machtay']
21324374,"['B. Douglas Smith', 'Steven Gore']"
21324431,"['Pamela T. Soliman', 'Lois M. Ramondetta', 'Kathleen M. Schmeler', 'Larissa Meyer']"
