pmid,HGNC
14614003,FLT1
14614324,BCR
14614324,CALR
14614324,ABL1
14615384,RB1
14615384,AKT1
14615451,BRCA1/2
14615451,DNMT1
14615489,IGF1
14615489,FAT1
14615489,AKT1
14623548,BRCA1/2
14623548,CYP19A1
14624873,HLA-C
14625284,ERBB2
14627979,CTLA4
14627979,AKT1
14627986,KMT2A
14630264,ESR1
14630799,CALR
14630799,AKT1
14630803,CTLA4
14632776,CTLA4
14632776,RTEL1
14633703,EGFR
14633703,ACTG1
14633703,AKT1
14633778,FLT1
14633779,BCR
14633779,KMT2A
14633779,ABL1
14633779,ETV6
14633789,BCR
14635063,MET
14635084,BCR
14635084,ABL1
14635084,KIT
14639600,NFKBIA
14641993,DNMT1
14643025,EGFR
14643293,BCR
14643293,ABL1
14643293,KIT
14644994,VEGFA
14644994,AKT1
14644994,FLT1
14644994,KDR
14644994,ACTG1
14644997,SRC
14644997,AKT1
14645003,XIAP
14645003,CTLA4
14645003,FH
14645421,ESR1
14645421,BRCA1/2
14645423,PGR
14645423,KIT
14645423,PDGFRA
14645430,CALR
14645431,DNMT1
14647418,CALR
14647418,ACTG1
14647418,AKT1
14647456,CYP19A1
14648016,CTLA4
14648016,FANCA
14648016,MAX
14649327,EGFR
14649883,EGFR
14651212,DNMT1
14651776,DNMT1
14652277,PGR
14652277,ESR1
14652523,CTLA4
14652523,FLT1
14654523,ARID1A
14654525,KIT
14654525,FLT1
14659107,CYP19A1
14659126,RECQL4
14662532,BRCA1/2
14662759,XIAP
14662759,MAP3K1
14663777,CYP19A1
14665860,NR4A3
14665860,U2AF1
14668720,NTRK1
14668734,RET
14668734,SDHB
14669273,MYC
14669282,FH
14669283,BCR
14669284,BCR
14669286,CTLA4
14670924,ETV6
14670924,KMT2A
14670924,FLT1
14670928,FANCD2
14670928,FANCA
14670928,BRCA1/2
14671975,CTLA4
14673037,BRCA1/2
14673043,CALR
14673045,REST
14673045,FH
14673054,MET
14675663,DNMT1
14675681,ESR1
14675681,MET
14675683,CYP19A1
14675683,ERBB2
14676101,EGFR
14676101,DNMT1
14676105,RIT1
14676108,CTLA4
14676110,CTLA4
14676110,KIT
14676117,CTLA4
14676844,FANCA
14679152,ESR1
14679152,EGFR
14680450,ACTG1
14680473,ARID1A
14680495,BRCA1/2
14681326,MYCN
14682374,YY1
14685938,SDHD
14685938,SDHC
14685938,SDHB
14687601,CYP19A1
14687624,BCR
14687624,ABL1
14688378,BCR
14688474,AKT1
14690153,VEGFA
14692031,BCR
14692524,CTLA4
14694916,REST
14695219,CTLA4
14695220,CTLA4
14695314,FH
14696118,EGFR
14696118,ERBB2
14696118,AR
14697440,CALR
14698135,FANCC
14699503,SOS1
14701768,EGFR
14702916,CYP19A1
14706336,KRAS
14707268,FANCA
14707268,CASP8
14707494,NR4A3
14707499,ACTG1
14708048,DNMT1
14709740,BRCA1/2
14710398,RTEL1
14710950,CTLA4
14713761,VEGFA
14713779,AR
14713792,NR4A3
14716770,CTLA4
14719080,VEGFA
14719080,DNMT1
14719118,FANCA
14719118,CTLA4
14724591,PTEN
14724591,AKT1
14726385,CTLA4
14726387,FLT1
14726402,AKT1
14726505,CTLA4
14726676,MST1
14729626,MYC
14732923,KRAS
14732923,FLT1
14734449,CTLA4
14734453,BCR
14734453,NR4A3
14734455,DNMT1
14734456,VEGFA
14734456,ACTG1
14734457,MAX
14734462,EGFR
14734462,ERBB2
14734466,DNMT1
14734477,CTLA4
14734494,CYP19A1
14734682,NTRK1
14736685,DNMT1
14736823,MUTYH
14738154,BCR
14738154,ABL1
14739036,FEV
14739217,PGR
14739217,CTLA4
14739662,NR4A3
14745444,VEGFA
14745861,ESR1
14745864,MET
14745875,DNMT1
14746836,MET
14746836,CALR
14750077,REL
14750077,RTEL1
14750183,EGFR
14751090,AKT1
14751152,EGFR
14751152,ERBB2
14751346,MET
14751536,GATA3
14752193,BRCA1/2
14752860,CALR
14755378,ARID1B
14755378,CTLA4
14755679,AR
14757441,CTLA4
14757441,MYC
14757534,EGFR
14758136,DNMT1
14758945,NR4A3
14759989,PGR
14759989,ESR1
14760067,NR4A3
14761918,BRCA1/2
14762215,ERBB2
14763159,XIAP
14763159,ACTG1
14764523,CTLA4
14764523,RUNX1T1
14766251,DNMT1
14767197,RTEL1
14767265,CTLA4
14767344,FANCA
14767344,HLA-C
14767486,DNMT1
14767557,SDHB
14769138,NR4A3
14769140,APC
14769143,ARID1A
14770419,MTOR
14770419,PTEN
14770419,AKT1
14770430,REST
14770432,MET
14770434,REST
14770439,INSR
14871828,IGF1
14871828,ACTG1
14871849,CTLA4
14871958,CTLA4
14871958,HLA-C
14871959,NR4A3
14871968,MET
14871980,MTOR
14871980,AKT1
14959510,BRCA1/2
14960644,DNMT1
14962911,NPM1
14962911,ALK
14962911,AKT1
14966904,MYC
14970186,CTLA4
14970275,MSH2
14970275,ARID1A
14970933,RTEL1
14970935,DNMT1
14972483,VEGFA
14972486,MET
14972486,NR4A3
14973553,MET
14973553,SOS1
14973553,AKT1
14974914,SDHD
14974914,SDHC
14974914,SDHB
14976243,BCR
14976243,ABL1
14976243,MTOR
14976243,FLT1
14977822,KIT
14977822,ARID1A
14978136,CTLA4
14978137,CTLA4
14981104,BRCA1/2
14981106,BRCA1/2
14981540,BRCA1/2
14981546,FLT1
14981546,AKT1
14981588,CTLA4
14981588,KIT
14983489,CYP19A1
14983495,NR4A3
14984482,BRCA1/2
14984487,VEGFA
14984487,EGFR
14984487,MET
14985354,AKT1
14989251,ARID1A
14990210,CYP19A1
14990647,NR4A3
14990650,BCR
14990650,ABL1
14990858,CTLA4
14990858,DNMT1
14991544,BCR
14991874,CUX1
14993030,CTLA4
14993230,EGFR
14993230,NR4A3
14996703,VEGFA
14996703,FH
14996703,XIAP
14996724,HRAS
14996724,RB1
14996724,KRAS
14997047,IGF1
14999140,BRCA1/2
14999366,APC
15001264,CALR
15001271,CALR
15001675,MAX
15001994,CTLA4
15005290,RASA1
15005686,CTLA4
15005686,FAT1
15006563,CYP19A1
15006602,ESR1
15007087,PGR
15007386,KIT
15007386,AKT1
15008605,CTLA4
15008610,ESR1
15008611,CTLA4
15008864,ESR1
15009060,BCR
15010819,PGR
15010819,ESR1
15010843,ETV6
15013589,PGR
15014015,CYLD
15014451,RB1
15015593,VEGFA
15015663,ESR1
15022283,MET
15023242,ESR1
15023242,FANCC
15023243,ERBB2
15026340,VEGFA
15026548,VEGFA
15032675,BCR
15032675,ABL1
15034796,ACTG1
15036937,KIT
15039284,BCR
15039284,ABL1
15039284,LYN
15039284,AKT1
15041710,CYP19A1
15041997,DNMT1
15042669,NR4A3
15042679,BCR
15042680,BCR
15042680,ABL1
15043303,BRCA1/2
15043312,DNMT1
15043315,KIT
15043572,CTLA4
15044257,CTLA4
15044257,KIT
15044257,FLT1
15044693,RARA
15045033,CTLA4
15045033,DNMT1
15046698,ESR1
15047210,CTLA4
15047229,DNMT1
15047229,PPARG
15047917,CYP19A1
15048588,CTLA4
15051000,VHL
15051000,SDHA
15051011,DNMT1
15052542,ESR1
15056660,BCR
15056660,ABL1
15059141,BCR
15059881,BCR
15059881,ABL1
15059881,KIT
15059893,ACTG1
15059895,CTLA4
15059895,DNMT1
15059908,BRD4
15059916,XIAP
15059916,FH
15059916,AKT1
15065084,BRD4
15067026,BRCA1/2
15068853,APC
15068908,BCR
15068908,CTLA4
15068954,HGF
15069390,MYCN
15069677,MYC
15069693,FAT1
15070658,BCR
15070658,ABL1
15070666,VEGFA
15070666,KIT
15072613,ARID1A
15073107,REST
15073250,MAX
15073250,INSR
15073252,DNMT1
15073843,ACTG1
15078173,AR
15084387,PGR
15084387,EGFR
15084390,PGR
15084622,ESR1
15084624,ACTG1
15086415,DNMT1
15086415,APC
15087402,CTLA4
15087402,FANCA
15087402,AKT1
15093188,CTLA4
15093752,CALR
15095260,EGFR
15095307,BRCA1/2
15101042,PARK2
15101717,RTEL1
15102661,CTLA4
15102674,PAX5
15104281,BRCA1/2
15105813,BCR
15105813,ALK
15105813,ABL1
15105813,KIT
15105813,CTLA4
15109537,KIT
15112261,FANCC
15112269,VEGFA
15112269,KDR
15112274,PGR
15115300,EGFR
15115994,ARID1A
15118125,EGFR
15120936,VEGFA
15120936,RTEL1
15120936,SOS1
15120945,BCR
15122080,NR4A3
15123463,VEGFA
15123463,CTLA4
15123463,DNMT1
15126317,FLT1
15126331,BRCA1/2
15126331,FANCA
15126336,PTEN
15127413,CALR
15130943,VEGFA
15130943,AR
15131025,BRCA1/2
15131031,DNMT1
15131062,NFKBIA
15131062,CTLA4
15131399,BRCA1/2
15134629,REST
15135073,VEGFA
15135073,ATM
15135073,INSR
15139048,BRCA1/2
15139049,EGFR
15139049,ERBB2
15139049,MET
15139064,CTLA4
15139064,DNMT1
15140551,PGR
15141384,EGFR
15142632,EGFR
15142632,AKT1
15142881,ETV6
15142884,YY1
15143076,PGR
15143076,ESR1
15143077,HGF
15143080,PTEN
15143094,REST
15147377,BCR
15150783,PTEN
15151210,RTEL1
15152445,ESR1
15152445,CYP19A1
15154618,SOS1
15158089,VEGFA
15158089,KIT
15158089,FLT1
15160341,PGR
15160341,EPOR
15160341,ESR1
15160354,FAT1
15161681,VEGFA
15161681,KIT
15161682,VEGFA
15161690,VEGFA
15161690,KDR
15168104,MET
15169807,NR4A3
15169981,BCR
15169981,ABL1
15169988,ARID1A
15172191,VEGFA
15172972,BCR
15172999,AKT1
15173093,CALR
15173093,CTLA4
15173093,FH
15178581,FLT1
15178812,VEGFA
15179190,ERBB2
15179621,CYP19A1
15180859,CTLA4
15182098,CYP19A1
15183491,MAX
15183893,VEGFA
15183893,KDR
15183893,FLT1
15183893,AKT1
15183966,MET
15184247,APC
15184373,BRAF
15184882,AMER1
15190500,ESR1
15193258,BRD4
15195930,CTLA4
15197237,CTLA4
15197237,KIT
15197348,EGFR
15197348,CALR
15197348,PTEN
15197348,AKT1
15197801,BCR
15197803,PGR
15198956,BCR
15198956,ABL1
15199413,BCR
15199413,ABL1
15199413,MTOR
15199413,ETV6
15201999,BCR
15205914,REST
15205914,GNAS
15210738,PGR
15210738,DDIT3
15217206,CEBPA
15217206,FLT1
15217509,CTLA4
15217509,HLA-C
15217559,DNMT1
15217621,MAX
15217828,RUNX1T1
15217829,VEGFA
15217829,FH
15217829,YY1
15217834,CTLA4
15217929,IGF1
15217937,VEGFA
15217939,ERBB2
15217947,VEGFA
15217959,EGFR
15217973,MAX
15221987,CTLA4
15221987,KIT
15221988,PGR
15221988,RASA1
15221988,ESR1
15222001,CTLA4
15224347,IGF1
15224347,MYC
15224973,REST
15226186,MUTYH
15226186,KMT2A
15226186,RUNX1T1
15226328,REST
15226328,EGFR
15226333,DDIT3
15226333,CTLA4
15226333,RTEL1
15226337,CALR
15231294,IGF1
15231672,VEGFA
15231672,CTLA4
15231672,KDR
15233737,CTLA4
15234211,NFKBIA
15234578,RARA
15235103,XIAP
15235103,NFKBIA
15235103,FH
15236166,MUTYH
15236166,APC
15236312,BRCA1/2
15236312,MYC
15236312,EGFR
15238424,VEGFA
15238424,RTEL1
15238424,KDR
15240147,DNMT1
15240541,ERBB2
15240666,CTLA4
15242248,CYP19A1
15243520,RARA
15245439,CTLA4
15245942,CALR
15249856,CTLA4
15251979,KMT2A
15251979,BCR
15251979,ABL1
15251985,RTEL1
15252836,NFKBIA
15253918,DNMT1
15254052,PGR
15254052,REST
15254054,SDHB
15254414,BRCA1/2
15255171,CTLA4
15256453,ACTG1
15256671,BCR
15256671,ABL1
15257945,KIT
15257945,PDGFRA
15257998,FAT1
15261445,VEGFA
15261445,EGFR
15264247,AR
15265787,MYC
15266101,CYP19A1
15269133,ARID1A
15269140,RB1
15271396,BCR
15271403,BCR
15271404,BCR
15273742,ACTG1
15275711,MET
15275718,ERBB2
15275881,NFKBIA
15279718,NR4A3
15279813,INSR
15280203,RTEL1
15280837,NR4A3
15284264,ERBB2
15284266,MAX
15284266,HGF
15284268,CALR
15288290,DNMT1
15289302,BRCA1/2
15289315,KIT
15289315,PDGFRA
15289325,PGR
15289501,CTLA4
15289501,APC
15289733,FAT1
15290895,EGFR
15292715,NTRK1
15297159,INSR
15297168,DNMT1
15297186,SDHB
15297408,BCR
15297408,ABL1
15297410,CTLA4
15298144,ERBB2
15298945,ERCC2
15299075,PGR
15299080,DNMT1
15300007,CDKN2A
15300007,TBX3
15300212,ERBB2
15300212,AKT1
15300260,CTLA4
15300806,EGFR
15304571,RB1
15305414,ERBB2
15306667,BCR
15306667,ABL1
15306667,AXIN1
15307107,MYC
15309512,VEGFA
15309512,EGFR
15310009,AR
15310417,ESR1
15310417,VEGFA
15310417,KDR
15310782,NR4A3
15310782,CALR
15313891,MET
15314514,ESR1
15314514,DDIT3
15314546,NR4A3
15315964,PGR
15315964,REST
15316056,MYCN
15316311,VHL
15316901,PGR
15316901,AR
15316901,ESR1
15318926,EGFR
15319277,IGF1
15319277,MTOR
15319277,AKT1
15322159,CTLA4
15324695,SRC
15324695,EGFR
15324695,PTEN
15325608,MET
15325705,CTLA4
15326380,APC
15328178,IGF1
15328180,MAX
15328181,CTLA4
15328181,RTEL1
15328183,DNMT1
15328326,SDHD
15328326,SDHB
15328914,DNMT1
15329427,AR
15329905,NR4A3
15329909,CTLA4
15329918,FH
15330153,VEGFA
15330900,DNMT1
15334634,APC
15335320,ARID1A
15337043,NR4A3
15337795,CTLA4
15337802,RET
15341677,EGFR
15342366,ABL1
15342366,KIT
15342383,FOXO1
15342383,AKT1
15342423,CTLA4
15342449,ESR1
15342449,FAT1
15342457,BRCA1/2
15345592,BCR
15345592,ABL1
15345592,CTLA4
15345597,FLT1
15349502,VEGFA
15349502,KIT
15349502,MET
15352122,ALB
15352122,IGF1
15352122,CTCF
15353540,CTLA4
15353540,RTEL1
15353543,NR4A3
15355900,VEGFA
15355900,KIT
15355921,DNMT1
15358617,RTEL1
15358626,ATRX
15358628,CYLD
15358628,CTLA4
15358628,HLA-C
15358630,RUNX1T1
15360006,CTLA4
15361639,REST
15363874,NR4A3
15365076,TERT
15367426,VEGFA
15367426,IGF1
15367698,VEGFA
15367698,EGFR
15367698,KDR
15368328,YY1
15368471,MET
15368471,INSR
15368471,AR
15368471,IGF1
15368547,MET
15369446,ARID1A
15369448,AR
15370208,REST
15370208,RTEL1
15370208,DNMT1
15370215,BCR
15370249,NR4A3
15370249,CTLA4
15371283,RASA1
15374878,KMT2A
15374878,FLT1
15374944,FLT1
15378019,RB1
15378102,MET
15378283,HLA-C
15378477,PGR
15378477,ESR1
15381683,DNMT1
15382081,CYP19A1
15385107,BCR
15385107,ABL1
15385107,KIT
15385138,DNMT1
15386332,CALR
15386381,MST1
15388574,RTEL1
15388584,CTLA4
15388586,CALR
15390081,AR
15390081,SOS1
15390197,CALR
15447996,RTEL1
15448190,MYC
15455357,RTEL1
15459967,CTLA4
15459967,PRKAR1A
15464463,CALR
15467382,NR4A3
15467756,MYC
15467756,PTEN
15467756,AKT1
15471505,CYP19A1
15471948,CTLA4
15471950,BRD4
15471950,MTOR
15471957,VEGFA
15472900,CTLA4
15474995,CYLD
15474995,CALR
15475065,CTLA4
15476902,CYP19A1
15476902,DNMT1
15478619,HLA-C
15480817,U2AF1
15484343,ESR1
15484343,CTLA4
15486067,BCR
15486067,CALR
15486067,MTOR
15486067,ABL1
15486072,BCR
15486192,YY1
15487459,BCR
15487459,ESR1
15487459,ABL1
15487459,ERBB2
15487459,ARID1A
15488654,ESR1
15488654,ACTG1
15488654,PGR
15489885,ERBB2
15489885,FANCA
15489885,AKT1
15489909,SRC
15489909,ABL1
15489909,KIT
15489909,BCR
15490065,MET
15490375,DNMT1
15492241,EGFR
15492241,AKT1
15492256,PGR
15492273,IGF1
15492275,EGFR
15492276,VEGFA
15492276,SRC
15494423,CREB1
15494423,MTOR
15494423,FOXO1
15494423,AKT1
15495180,MET
15498145,CTLA4
15498145,RTEL1
15501953,CTLA4
15501953,AKT1
15501983,ERBB2
15501983,DNMT1
15501983,AKT1
15507176,CTLA4
15507176,DNMT1
15507526,CTLA4
15507526,PRKAR1A
15507526,APC
15509326,CTLA4
15509326,HLA-C
15510241,NR4A3
15511212,KIT
15512806,NF2
15512816,PGR
15512816,CTLA4
15514370,MAX
15516845,MSH2
15516850,BRCA1/2
15517573,APC
15517589,CTLA4
15520172,CALR
15520172,CTLA4
15520205,VEGFA
15520205,EGFR
15520205,KDR
15520205,AKT1
15520217,CTLA4
15520224,MSH2
15520224,BLM
15523011,ESR1
15523402,AR
15525823,DNMT1
15526754,EGFR
15526754,AKT1
15527103,CTLA4
15528978,MET
15528978,MAX
15530557,BRCA1/2
15530557,ERBB2
15531530,VHL
15531530,SDHD
15531530,SDHC
15531530,RET
15531530,SDHB
15533260,ESR1
15533897,YY1
15534486,HLA-C
15534491,CTLA4
15535736,YY1
15535853,ESR1
15537194,RET
15538570,VEGFA
15541729,ESR1
15542426,EGFR
15542426,BRAF
15542435,EGFR
15542435,AR
15542435,AKT1
15542809,RARA
15543571,CTLA4
15545664,CYP19A1
15546898,FANCA
15547180,FANCC
15547708,MYC
15549191,AKT1
15551733,REL
15551733,DNMT1
15555204,DNMT1
15555210,REST
15555287,MYC
15557464,MAX
15557778,ESR1
15558026,AR
15558327,EGFR
15558796,BRCA1/2
15561679,ESR1
15561679,FLT1
15561682,AKT1
15561778,CTLA4
15561805,ERBB2
15562830,IGF1
15566314,IGF1
15566321,ARID1A
15566355,RTEL1
15567216,ARID1A
15569974,ACTG1
15569989,IGF1
15569989,GNAS
15569989,SETBP1
15570058,RASA1
15570058,ACTG1
15570077,FANCA
15572595,BCR
15573117,EGFR
15578683,MYC
15578717,DNMT1
15578919,MTOR
15581541,CTLA4
15585612,EGFR
15588223,CTLA4
15589573,ARID1A
15589575,DNMT1
15589575,PTEN
15589596,GATA3
15589596,MAX
15590168,ESR1
15590168,FH
15590182,RTEL1
15592657,APC
15596214,BRD4
15596926,MET
15596926,ACTG1
15598588,VEGFA
15598588,EGFR
15598784,MYC
15598784,PTEN
15599732,CTLA4
15599855,CALR
15599856,CALR
15600300,CTLA4
15604238,ACTG1
15604249,ESR1
15604249,PGR
15604280,XIAP
15604287,CTLA4
15606674,CTNNB1
15607894,CTLA4
15607961,MITF
15610660,KIT
15610661,ACTG1
15610688,RTEL1
15610695,NR4A3
15610716,TERT
15611504,PGR
15611506,MET
15611509,MET
15611642,MYC
15611642,AKT1
15613695,CTLA4
15613697,PGR
15613860,MSH2
15621735,CTLA4
15623604,XIAP
15623612,PTEN
15623612,AKT1
15623643,EGFR
15623643,ATM
15623645,EGFR
15624760,TSC2
15624760,MTOR
15624760,TSC1
15625540,CTLA4
15626743,PGR
15626743,RTEL1
15627017,MYC
15630450,ETV6
15631540,KIT
15632041,DNMT1
15632041,EGFR
15632041,FLT1
15634644,FH
15636698,RTEL1
15637685,REST
15638853,CTLA4
15638959,ESR1
15638959,EGFR
15639717,PTEN
15641030,EGFR
15641030,ERBB2
15641483,REST
15641483,ERBB2
15642808,ERG
15643600,ERBB2
15644418,FANCC
15644781,MITF
15647826,BRD4
15650054,FH
15650054,CTLA4
15650054,RTEL1
15650766,YY1
15651067,VEGFA
15652748,KRAS
15652748,ACTG1
15652748,AKT1
15653664,RIT1
15655211,NR4A3
15655348,AKT1
15657339,AKT1
15657358,MTOR
15657404,RTEL1
15657574,RET
15657577,MET
15659493,CTLA4
15659501,ERG
15659501,CDKN2A
15660400,PGR
15660400,NR4A3
15660504,CYP19A1
15661226,DNMT1
15661941,CTLA4
15661941,HLA-C
15661941,APC
15662117,PGR
15662118,ESR1
15662137,AR
15662317,MET
15665117,VEGFA
15665117,SRC
15665117,LYN
15665279,DNMT1
15665279,AR
15666387,BRD4
15668652,KIT
15668801,ACTG1
15671530,VEGFA
15671530,DNMT1
15671542,APC
15671555,VEGFA
15671555,KIT
15671557,REST
15671568,CTLA4
15672865,MET
15674201,VEGFA
15674201,CTLA4
15677699,EGFR
15679045,ACTG1
15681522,ERBB2
15681532,PDGFB
15682402,AR
15682402,AKT1
15683221,MST1
15684311,EGFR
15684311,AKT1
15685037,REST
15685830,REST
15685832,EGFR
15686456,CTLA4
15687889,FH
15687890,APC
15693136,BCR
15693136,HLA-C
15695377,FANCD2
15695377,FANCC
15695377,BRCA1/2
15695382,BRCA1/2
15696025,VEGFA
15696205,EGFR
15696205,KRAS
15700302,ATM
15700625,EGFR
15701277,VEGFA
15701277,ACTG1
15701277,PTEN
15701277,AKT1
15701723,RTEL1
15701826,NTRK2
15701846,EGFR
15701846,MYC
15701853,DNMT1
15701856,KDR
15701870,EGFR
15701891,IGF1
15704175,CTLA4
15704175,HLA-C
15705788,VEGFA
15705788,NFKBIA
15705788,IGF1
15705788,AKT1
15705910,CTLA4
15709888,BCR
15709888,ABL1
15709888,KIT
15710326,BCR
15710326,ABL1
15710948,ERBB2
15710948,AKT1
15712176,CTLA4
15712283,ESR1
15713710,FANCA
15713895,MAP3K1
15713895,MYC
15713896,EGFR
15713896,AKT1
15713897,SRC
15713897,AKT1
15717996,EGFR
15717996,ERBB2
15718144,EGFR
15718311,EGFR
15718423,FH
15718423,ACTG1
15719375,CDC73
15719382,MEN1
15719597,CYP19A1
15719597,NR4A3
15720811,CTLA4
15720811,MYC
15720816,YY1
15720816,RB1
15725804,PGR
15725804,ERBB2
15725804,ESR1
15726503,APC
15726506,EGFR
15726533,DDIT3
15726533,NR4A3
15726533,RTEL1
15728811,EGFR
15730852,CTLA4
15730852,APC
15731348,EGFR
15731348,AKT1
15731916,NR4A3
15734991,ARID1A
15735013,DNMT1
15735036,MET
15735036,AKT1
15735044,IGF1
15735908,MTOR
15735908,PTEN
15735908,AKT1
15737014,EGFR
15737014,KRAS
15737878,CTLA4
15737904,GATA3
15737904,INSR
15739208,REST
15741570,EGFR
15741570,KRAS
15743818,SMARCA2
15743818,AR
15744588,MET
15745419,FOXP1
15746037,VEGFA
15746037,CTLA4
15746047,EGFR
15749624,REST
15749875,CTLA4
15749875,ACTG1
15749875,APC
15752883,CALR
15752887,ARID1A
15753370,DNMT1
15753383,IGF1
15753383,EPHA3
15753383,SRC
15753383,INSR
15753383,AR
15753403,CTLA4
15753460,RTEL1
15753659,CTLA4
15755992,ATM
15756022,EGFR
15756022,KDR
15756024,EGFR
15757021,BCR
15757021,ABL1
15757437,CTLA4
15757533,CTLA4
15761021,PGR
15761869,ARID1A
15764500,RASA1
15764500,ACTG1
15764812,CALR
15764812,FANCA
15765781,REL
15766662,CTLA4
15766695,VEGFA
15766695,ARID1B
15766695,GTF2I
15767345,KMT2A
15767543,REST
15767555,FH
15767555,AKT1
15768330,MET
15768476,DDIT3
15770534,CYP19A1
15771956,ACTG1
15774091,VEGFA
15774091,CTLA4
15774615,KMT2A
15774615,DNMT1
15774784,PTEN
15774788,DNMT1
15774789,BCR
15777217,VEGFA
15777217,EGFR
15777993,NR4A3
15781338,LYN
15781338,SRC
15781338,FLT1
15781658,CALR
15781658,AKT1
15784722,VEGFA
15784722,BCR
15784722,ABL1
15784722,MTOR
15784732,ATR
15788680,EGFR
15788682,MET
15788682,AKT1
15790431,SDHB
15790787,BCR
15790787,ABL1
15790787,MTOR
15793223,DNMT1
15794857,CD79B
15794857,CTLA4
15794857,CD79A
15794864,DDIT3
15794864,NR4A3
15794864,CTLA4
15795882,CTLA4
15795882,KIT
15797998,CTLA4
15797998,FLT1
15798084,PPARG
15799239,EGFR
15799239,ABL1
15799239,ERBB2
15799239,BCR
15800308,NR4A3
15800314,RTEL1
15802527,IGF1
15802527,FH
15803362,ABL1
15803362,KIT
15803490,ACTG1
15805291,PPARG
15806146,CTLA4
15806146,YY1
15806175,BRCA1/2
15808399,MST1
15808961,REST
15808961,ESR1
15812077,FAT1
15812822,CTLA4
15812822,KIT
15812833,REST
15815964,REST
15820312,CTNNB1
15821783,EGFR
15822118,FAT1
15824145,BRCA1/2
15824155,IGF1
15824179,BRCA1/2
15824414,ABL1
15827128,FH
15827330,AKT1
15827337,EGFR
15827337,ATM
15827337,KDR
15827778,PGR
15827778,ESR1
15830345,BCR
15830346,CALR
15831234,EGFR
15833824,EGFR
15833831,CTLA4
15833834,EGFR
15833834,CYP19A1
15833882,EGFR
15833882,EIF4E
15833886,ESR1
15833985,ACTG1
15837966,RTEL1
15837988,KIT
15837988,AKT1
15838383,CALR
15838383,CTLA4
15838387,IGF1
15838387,KIT
15838387,PDGFRA
15843096,NR4A3
15843996,MET
15845392,MTOR
15847585,YY1
15848741,MITF
15849517,CALR
15849519,DNMT1
15850832,BCR
15850832,ABL1
15850832,YY1
15850910,GATA3
15851763,MAX
15851793,EGFR
15852360,ERBB2
15853160,KIT
15854962,PGR
15855278,DDIT3
15855278,FANCA
15855278,CTLA4
15860866,MSH2
15860872,MET
15861414,NR4A3
15861417,DNMT1
15863209,CTLA4
15863209,RTEL1
15863537,MET
15864659,ARID1B
15865846,CYP19A1
15865877,ESR1
15865884,MTOR
15865884,AKT1
15867244,BCR
15867244,ABL1
15867254,VEGFA
15867254,FLT1
15867269,ERBB2
15867269,PPARG
15867269,FAT1
15867367,VEGFA
15867367,EGFR
15867367,KDR
15867367,AKT1
15869453,CTLA4
15869453,RTEL1
15869733,REST
15869733,CTLA4
15869736,CTLA4
15870183,ESR1
15870183,CEBPA
15870183,KIT
15870183,FLT1
15871762,EGFR
15872323,NR4A3
15876483,VEGFA
15878500,SRC
15878500,ABL1
15878500,BCR
15878750,VEGFA
15878750,EGFR
15878750,FANCA
15878750,CTLA4
15880678,CALR
15882895,REST
15883172,ERBB2
15883172,CTLA4
15883410,NR4A3
15883411,ESR1
15883411,DDIT3
15883411,CTLA4
15885237,BRD4
15886310,EGFR
15886312,VEGFA
15886315,MET
15886318,CTLA4
15887016,INSR
15888624,FAT1
15890093,EPHA3
15890093,TERT
15891269,PGR
15891269,CYP19A1
15891269,ERBB2
15893008,FEV
15894930,ABL1
15894930,KIT
15895444,SDHB
15897249,FANCA
15897272,CTLA4
15897563,KIT
15897570,VEGFA
15897570,CTLA4
15897583,EGFR
15897595,MYC
15897911,HLA-C
15899070,CYP19A1
15899071,BRCA1/2
15899071,MET
15899772,CTLA4
15899801,PTEN
15902135,MET
15902166,NR4A3
15905528,CTLA4
15907988,DNMT1
15908664,VEGFA
15908664,EGFR
15908670,REST
15914552,DDIT3
15914552,CTLA4
15914552,RTEL1
15914748,MET
15915373,MET
15918041,MAX
15918149,MTOR
15918149,AKT1
15920008,CTLA4
15920544,EGFR
15920555,BRAF
15922198,DNMT1
15922853,MET
15922853,SOS1
15922853,HGF
15923569,SMARCB1
15927358,VEGFA
15928925,FAT1
15930280,PTEN
15930280,DNMT1
15930280,INSR
15930290,EGFR
15930290,KDR
15930290,AKT1
15930343,ERBB2
15930355,KIT
15930355,PDGFRA
15931636,CTLA4
15931636,DNMT1
15934499,VEGFA
15935816,CTLA4
15935816,MYC
15935816,FLT1
15935816,IRF8
15936158,EGFR
15937544,CTLA4
15939190,FAT1
15939196,ESR1
15939196,KIT
15940260,FANCA
15941948,IGF1
15941968,ESR1
15941968,BRCA1/2
15942682,ACTG1
15946589,BCR
15946589,PDGFRA
15946589,ABL1
15946589,KIT
15946589,PDGFRB
15948158,CTLA4
15948173,BRCA1/2
15948672,ERBB2
15948672,MET
15948672,KIT
15949593,REST
15950811,MTAP
15950905,FOXO1
15950905,AKT1
15952057,PGR
15952057,ESR1
15955900,PGR
15955900,EGFR
15956252,NR4A3
15956279,KMT2A
15956279,FLT1
15956649,EGFR
15956649,PTEN
15956649,AKT1
15957161,MTOR
15957161,AKT1
15957964,ACTG1
15958577,FANCA
15958611,AKT1
15958631,BCR
15958631,ABL1
15958636,BCR
15958636,CTLA4
15958645,CTLA4
15958645,AKT1
15958858,CTLA4
