pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,pred
11772429,0.0,0.0,0.0,0.0,0.0,0.0,0.3400188982486725,0.5217165946960449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic7
11782395,0.0,0.0,0.0,0.5991051197052002,0.27665382623672485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic3
11826603,0.6602617502212524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21531499922275543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic0
11827870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488167405128479,0.29321858286857605,topic18
11844246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376947999000549,0.0,0.0,0.13678768277168274,0.0,0.0,0.0,0.0,0.0,topic11
11856595,0.0,0.0,0.0,0.8347502946853638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic3
11861369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369599461555481,0.0,0.0,0.0,0.0,0.3384709358215332,0.0,0.0,0.0,0.0,topic10
11872277,0.0,0.0,0.0,0.0,0.5303927659988403,0.0,0.0,0.0,0.0,0.0,0.3310466706752777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic4
11873541,0.0,0.0,0.0,0.8649448752403259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic3
11896111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6781865954399109,0.1738651543855667,0.0,0.0,0.0,topic15
11903469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812211811542511,0.0,0.0,0.0,0.0,0.0,topic14
11912165,0.0,0.0,0.49307993054389954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631627857685089,0.0,0.0,0.0,0.0,topic2
11955738,0.0,0.0,0.3187529742717743,0.0,0.0,0.0,0.5332993268966675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic6
11972091,0.0,0.0,0.0,0.0,0.0,0.0,0.13816896080970764,0.0,0.0,0.0,0.0,0.0,0.7515612244606018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic12
11981275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867831289768219,topic19
11992049,0.0,0.0,0.37099534273147583,0.0,0.0,0.0,0.49915215373039246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic6
11992760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8667439222335815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic10
