pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,pred
11772429,0.014950028620660305,0.014942074194550514,0.014946271665394306,0.8655024170875549,0.014940369874238968,0.014940798282623291,0.01494450494647026,0.014942976646125317,0.014946202747523785,0.014944342896342278,topic3
11782395,0.013770876452326775,0.013770346529781818,0.8760535717010498,0.013769926503300667,0.013770387507975101,0.013774042017757893,0.013773579150438309,0.013773610815405846,0.01377279032021761,0.013770810328423977,topic2
11826603,0.8770868182182312,0.013655207119882107,0.013658647425472736,0.013657131232321262,0.013661088421940804,0.013657561503350735,0.01365637592971325,0.013657067902386189,0.01365535520017147,0.01365478616207838,topic0
11827870,0.015604940243065357,0.015604247339069843,0.015606001950800419,0.015604693442583084,0.015602916479110718,0.8595589995384216,0.015605160966515541,0.015609021298587322,0.015602036379277706,0.015602042898535728,topic5
11844246,0.012905794195830822,0.01290318462997675,0.012901636771857738,0.012899583205580711,0.012900558300316334,0.01290180068463087,0.0129006402567029,0.8838858008384705,0.012900329194962978,0.0129006402567029,topic7
11856595,0.8434435725212097,0.017398864030838013,0.01739586889743805,0.017394928261637688,0.017392830923199654,0.017394185066223145,0.017393501475453377,0.01739640161395073,0.017394613474607468,0.01739523373544216,topic0
11861369,0.8874706029891968,0.012504922226071358,0.012504365295171738,0.01251041516661644,0.012496800161898136,0.012501806952059269,0.012498139403760433,0.01250668615102768,0.012507311999797821,0.012499010190367699,topic0
11872277,0.014909687452018261,0.014910083264112473,0.8658064603805542,0.014909674413502216,0.014909381046891212,0.014913499355316162,0.014910153113305569,0.014910287223756313,0.01490938663482666,0.014911387115716934,topic2
11873541,0.014184780418872833,0.014184302650392056,0.014185643754899502,0.014183279126882553,0.014183533377945423,0.014183211140334606,0.014183306135237217,0.872344970703125,0.014182310551404953,0.014184651896357536,topic7
11896111,0.015479409135878086,0.01547327172011137,0.8607345223426819,0.015474021434783936,0.015472297556698322,0.015472243539988995,0.01547282561659813,0.015474901534616947,0.01547182910144329,0.015474662184715271,topic2
11903469,0.01982455514371395,0.019806377589702606,0.019809341058135033,0.019801734015345573,0.019797731190919876,0.019827527925372124,0.019819730892777443,0.0198463536798954,0.8216098546981812,0.01985674537718296,topic8
11912165,0.015340576879680157,0.01533694751560688,0.015338297933340073,0.015336738899350166,0.015335009433329105,0.4997803866863251,0.01534038782119751,0.015339169651269913,0.015343735925853252,0.3775087893009186,topic5
11955738,0.8595150709152222,0.01561442669481039,0.015612190589308739,0.015614149160683155,0.015600539743900299,0.015603977255523205,0.015625320374965668,0.015603956766426563,0.015605336055159569,0.01560500543564558,topic0
11972091,0.012235481292009354,0.012234398163855076,0.012234755791723728,0.0122319795191288,0.8898956775665283,0.012233869172632694,0.012233249843120575,0.012233707122504711,0.012232314795255661,0.012234563939273357,topic4
11981275,0.013874978758394718,0.01387044694274664,0.013871259056031704,0.013874751515686512,0.013869263231754303,0.013869713060557842,0.013871421106159687,0.013870377093553543,0.87515789270401,0.013869870454072952,topic8
11992049,0.014391858130693436,0.01439083181321621,0.014397979713976383,0.014389391988515854,0.01439025066792965,0.014388677664101124,0.8704826831817627,0.014388198032975197,0.01438966765999794,0.014390452764928341,topic6
11992760,0.013900510035455227,0.013898447155952454,0.013899392448365688,0.8749070167541504,0.0138978511095047,0.013897676020860672,0.013898530974984169,0.013901135884225368,0.01389764528721571,0.01390179991722107,topic3
12005396,0.011117068119347095,0.011117937043309212,0.43411850929260254,0.011114946566522121,0.4769441485404968,0.011116801761090755,0.011120032519102097,0.011116689071059227,0.011117814108729362,0.011116046458482742,topic4
