pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,pred
11870168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927979439496994,0.0,0.0,0.0,0.0,0.17222195863723755,0.0,0.0,0.5182695388793945,topic19
12237282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8405842185020447,0.0,0.0,0.0,topic16
12448655,0.0,0.0,0.0,0.0,0.0,0.39084750413894653,0.0,0.0,0.0,0.0,0.2652539908885956,0.0,0.0,0.0,0.0,0.0,0.24251031875610352,0.0,0.0,0.0,topic5
12648576,0.6185774207115173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2923257350921631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic0
14599870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212716341018677,0.0,0.0,0.061027515679597855,0.0,0.0,0.0,0.0,0.0,0.0,0.08479063957929611,0.0,0.0,topic7
14615451,0.010125755332410336,0.010125755332410336,0.01012575626373291,0.010125757195055485,0.061554357409477234,0.010125754401087761,0.010125755332410336,0.01012575626373291,0.010125755332410336,0.6757118105888367,0.01012575626373291,0.010125759057700634,0.010125755332410336,0.09059596806764603,0.010125769302248955,0.010125754401087761,0.010125777684152126,0.010125754401087761,0.010125754401087761,0.01012575626373291,topic9
14675683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2561544179916382,0.0,0.0,0.19918088614940643,0.0,0.0,0.0,0.0,0.4431000351905823,0.0,topic18
15297166,0.0,0.0,0.0,0.6382637023925781,0.0,0.0,0.0,0.15268875658512115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07853265106678009,0.0,0.0,topic3
15350354,0.0,0.0,0.0,0.07941921800374985,0.0,0.0,0.0,0.27469098567962646,0.0,0.0,0.0,0.0,0.5399582982063293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic12
15542803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833626985549927,0.0,0.29842299222946167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic8
15902166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12429444491863251,0.0,0.0,0.0,0.0,0.0,0.7311392426490784,0.0,0.0,0.0,0.0,0.0,0.0,topic13
16144910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8402299284934998,0.0,0.0,topic17
16150481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842736542224884,0.0,0.0,0.0,topic16
16490239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492704540491104,0.0,0.5345234870910645,0.0,0.0,0.0,0.10192569345235825,0.0,0.0,0.0,topic12
16516276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07776042073965073,0.0,0.0,0.0,0.0,0.0,0.8120710253715515,0.0,0.0,0.0,topic16
16806436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22881078720092773,0.6644084453582764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic8
16815536,0.0,0.0,0.4225286841392517,0.12289126962423325,0.0,0.0,0.0,0.284929096698761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic2
16835424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08697416633367538,0.0,0.0,0.0,0.782433271408081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic11
16880307,0.0,0.0,0.0,0.0,0.8013399839401245,0.0,0.0,0.0,0.0,0.0,0.10529593378305435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic4
16946209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815944254398346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic11
17000686,0.0,0.5990931391716003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11083629727363586,0.0,0.0,0.0,0.0,0.0,0.0,0.1346692144870758,0.0,0.06731559336185455,topic1
17150248,0.2555360496044159,0.0,0.0,0.48246896266937256,0.0,0.0,0.0,0.06891417503356934,0.06363735347986221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic3
17325479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839139938354492,0.0,0.0,0.0,0.0,0.0,topic14
17560736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17871320247650146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072455286979675,0.0,0.0,topic17
17614125,0.0,0.0,0.0,0.8002366423606873,0.0,0.0,0.0,0.09337147325277328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic3
17634545,0.8271433115005493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06805230677127838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic0
17906207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6055930256843567,0.0,0.0,0.253196656703949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic7
17996927,0.0,0.0,0.0,0.22287733852863312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621049046516418,0.0,0.0,0.0,0.0,0.0,0.0,topic13
17997146,0.0,0.0,0.0,0.6818091869354248,0.14967015385627747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic3
18268356,0.7604907751083374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08964221179485321,0.0,0.0,0.0,topic0
18391753,0.06702841818332672,0.0,0.0,0.0,0.6983429789543152,0.0,0.0,0.0,0.0,0.0,0.10538643598556519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic4
18423560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664304494857788,0.0,0.17790374159812927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15275023877620697,topic8
18708368,0.0,0.0,0.0,0.0,0.0,0.0,0.7393665909767151,0.0,0.0,0.0,0.0,0.0,0.0,0.08188605308532715,0.0,0.0,0.0,0.0,0.0,0.0,topic6
18829087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8836385607719421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic10
18929404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380675911903381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic7
19001330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12539857625961304,0.0,0.0,0.0,0.0,0.0,0.626434326171875,0.0,0.0,0.15141014754772186,topic16
19264351,0.0,0.0,0.39079365134239197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26578080654144287,0.0,0.0,0.18701912462711334,0.0,0.0,0.06126432865858078,0.0,0.0,0.0,topic2
19292804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6413301825523376,0.0,0.14078588783740997,0.0,0.0,0.0,0.0,0.0,0.09659448266029358,topic11
19573703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8791044354438782,0.0,0.0,0.0,0.0,0.0,0.0,topic13
19740532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8453946709632874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic7
19826113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16442708671092987,0.0,0.0,0.0,0.5180124640464783,0.0,0.2152809053659439,0.0,0.0,0.0,topic14
19834951,0.8899301886558533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic0
19901115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21119855344295502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6167193651199341,0.0,topic18
19917843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065015435218811,0.0,0.0,0.0,0.6880062222480774,0.0,0.0,0.0,0.0,0.0,topic14
19944454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8338360786437988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic10
20180014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07895190268754959,0.0,0.7618973851203918,0.0,0.030176550149917603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic9
20462630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8745762705802917,0.0,topic18
20724944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08420947194099426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7801878452301025,topic19
20837357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19933173060417175,0.0,0.0,0.0,0.11398620158433914,0.0,0.5826372504234314,0.0,0.0,0.0,topic16
20888625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8464256525039673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic9
20947151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8542629480361938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic7
21055798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09095720201730728,0.0,0.0,0.70189368724823,0.0,0.0,0.0,0.0,0.0,0.11619883030653,topic13
21075438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47059133648872375,0.0,0.0,0.2331354171037674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15317213535308838,topic7
21168198,0.0,0.0,0.0,0.0,0.0,0.0,0.399364173412323,0.0,0.0,0.0,0.24301475286483765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21949423849582672,topic6
21278312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488792181015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic8
21642681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207403182983398,0.0,0.15013840794563293,0.0,0.0,0.0,0.0,0.0,0.0,topic11
21701538,0.7839513421058655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692674547433853,0.0,0.0,topic0
21803662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19268855452537537,0.0,0.6520518064498901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic9
21815133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21068598330020905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6776328086853027,topic19
21820161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22038030624389648,0.6617743372917175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic10
21840583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6723504066467285,0.0,0.1575327068567276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic7
21855118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3385099470615387,0.0,0.5296324491500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic12
21979588,0.0,0.0,0.0,0.0,0.0,0.0,0.786845326423645,0.08948330581188202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic6
21992853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1878533810377121,0.0,0.0,0.10466569662094116,0.0,0.0,0.0,0.0,0.0,0.5968940258026123,topic19
22028616,0.0,0.0,0.5962624549865723,0.0,0.0,0.0,0.0432625375688076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25929197669029236,0.0,0.0,topic2
22139894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3490426242351532,0.0,0.154117152094841,0.0,0.0,0.0,0.0,0.0,0.11498664319515228,0.23369364440441132,0.0,0.0,topic8
22155262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4616648256778717,0.33215829730033875,0.0,0.0,0.0,0.0,0.0,0.07746423035860062,0.0,0.0,0.0,topic9
22184370,0.0,0.0,0.0,0.0,0.0,0.5141645669937134,0.0,0.0,0.0,0.0,0.173590749502182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882321685552597,topic5
