pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,pred
12015757,0.011927214451134205,0.011924107559025288,0.011928102932870388,0.36252886056900024,0.011924142949283123,0.011922343634068966,0.5420602560043335,0.011928384192287922,0.011924061924219131,0.011932513676583767,topic6
12364417,0.013807572424411774,0.013804970309138298,0.01380064431577921,0.8757784366607666,0.01380049716681242,0.013804027810692787,0.013800013810396194,0.013803426176309586,0.013800357468426228,0.01380005944520235,topic3
12548596,0.012103344313800335,0.012104624882340431,0.012098393402993679,0.891097366809845,0.012100407853722572,0.012098222970962524,0.012097757309675217,0.012101845815777779,0.012098808772861958,0.012099173851311207,topic3
15692945,0.8809728622436523,0.01322433166205883,0.013224015943706036,0.013225863687694073,0.013226480223238468,0.013223672285676003,0.013225678354501724,0.013228301890194416,0.013224583119153976,0.013224232010543346,topic0
16733646,0.013119019567966461,0.013118846341967583,0.013120950199663639,0.8819120526313782,0.013119745999574661,0.013119791634380817,0.013121899217367172,0.013119508512318134,0.013120082207024097,0.01312810368835926,topic3
19204208,0.014839239418506622,0.014839863404631615,0.866496205329895,0.014829454943537712,0.014831174165010452,0.014828885905444622,0.014834167435765266,0.014839617535471916,0.014831806533038616,0.014829577878117561,topic2
19635227,0.016218146309256554,0.016212264075875282,0.016214728355407715,0.016212616115808487,0.016213366761803627,0.016212688758969307,0.01621217466890812,0.01621297560632229,0.8540783524513245,0.01621265895664692,topic8
19903778,0.012335154227912426,0.012332565151154995,0.012333340011537075,0.012335648760199547,0.012333285063505173,0.01233204361051321,0.012332390062510967,0.012336687184870243,0.01233319565653801,0.8889957070350647,topic9
20694732,0.01459628064185381,0.014587284997105598,0.014588207006454468,0.014589552767574787,0.014589051716029644,0.014586204662919044,0.01458792481571436,0.014591837301850319,0.014589285477995872,0.8686944246292114,topic9
21192060,0.013094215653836727,0.013091964647173882,0.013092538341879845,0.013094771653413773,0.013091684319078922,0.01309155859053135,0.013092364184558392,0.882165253162384,0.013093359768390656,0.013092313893139362,topic7
21750201,0.010882548056542873,0.010878730565309525,0.010882347822189331,0.9020764231681824,0.010880842804908752,0.010878783650696278,0.010878476314246655,0.010880695655941963,0.01087813451886177,0.01088300533592701,topic3
22124842,0.013687830418348312,0.013668215833604336,0.013667863793671131,0.013672313652932644,0.013676188886165619,0.013667730614542961,0.013672863133251667,0.013685519807040691,0.8769267797470093,0.013674698770046234,topic8
22136818,0.860684335231781,0.015476870350539684,0.015478815883398056,0.015484337694942951,0.01547778956592083,0.015476272441446781,0.015476694330573082,0.015478317625820637,0.015479651279747486,0.01548689790070057,topic0
22516243,0.014555069617927074,0.8690073490142822,0.014566991478204727,0.014552462846040726,0.014560554176568985,0.014554567635059357,0.01455025002360344,0.014551154337823391,0.014550159685313702,0.014551435597240925,topic1
22526034,0.012218145653605461,0.012214180082082748,0.012212966568768024,0.012215138413012028,0.8900716304779053,0.012212501838803291,0.012212888337671757,0.01221433375030756,0.012212099507451057,0.012216107919812202,topic4
22526905,0.01082174014300108,0.010821692645549774,0.010820873081684113,0.010825350880622864,0.9026010632514954,0.010819737799465656,0.010821557603776455,0.01082303561270237,0.01081979088485241,0.010825146920979023,topic4
22964741,0.015366514213383198,0.015339882113039494,0.015334310941398144,0.015360930934548378,0.01536017656326294,0.8618494868278503,0.015343465842306614,0.01535411924123764,0.015336733311414719,0.015354386530816555,topic5
23150683,0.012665018439292908,0.012654487043619156,0.012655103579163551,0.8860694766044617,0.012663554400205612,0.012655278667807579,0.012656842358410358,0.01266288198530674,0.012655923143029213,0.012661444023251534,topic3
23158185,0.015710007399320602,0.015699677169322968,0.015700075775384903,0.015702001750469208,0.015710853040218353,0.01570073328912258,0.8586474657058716,0.015711689367890358,0.015700766816735268,0.015716735273599625,topic6
23391119,0.017719382420182228,0.01770167425274849,0.01770903542637825,0.017703557386994362,0.8406478762626648,0.017701037228107452,0.017703959718346596,0.017701856791973114,0.017706790938973427,0.017704840749502182,topic4
23765427,0.014211143366992474,0.014210191555321217,0.014206905849277973,0.014209006913006306,0.8721286058425903,0.014205063693225384,0.01420805137604475,0.014207730069756508,0.01420643925666809,0.014206888154149055,topic4
23801749,0.012149694375693798,0.012148255482316017,0.01214810274541378,0.012148740701377392,0.01214706152677536,0.012148220092058182,0.012147505767643452,0.012147909961640835,0.012147235684096813,0.8906672596931458,topic9
24086089,0.8881951570510864,0.012420743703842163,0.012420617043972015,0.012425611726939678,0.012423033826053143,0.01242101937532425,0.012422625906765461,0.012425699271261692,0.01242163684219122,0.012423910200595856,topic0
24637859,0.8554532527923584,0.016057390719652176,0.016058029606938362,0.016061360016465187,0.016066838055849075,0.016057036817073822,0.016063431277871132,0.01606341265141964,0.016060736030340195,0.016058476641774178,topic0
24958272,0.01582903228700161,0.015826275572180748,0.015827203169465065,0.01582774706184864,0.01582711935043335,0.015826072543859482,0.8575553297996521,0.01582755334675312,0.015826867893338203,0.01582678221166134,topic6
25086465,0.013445214368402958,0.013443805277347565,0.013445207849144936,0.013447871431708336,0.013443566858768463,0.013442816212773323,0.013446454890072346,0.013444764539599419,0.013444265350699425,0.8789960741996765,topic9
25087088,0.01885691098868847,0.018842734396457672,0.8303226232528687,0.018864382058382034,0.018868710845708847,0.018841879442334175,0.018841419368982315,0.01886638067662716,0.018831711262464523,0.018863238394260406,topic2
25743702,0.01512468233704567,0.01511766854673624,0.015119880437850952,0.01511989813297987,0.015117674134671688,0.015118476934731007,0.01511704083532095,0.8639272451400757,0.01511662919074297,0.015120773576200008,topic7
25795408,0.010428774170577526,0.9061542749404907,0.010426785796880722,0.01043195091187954,0.010424825362861156,0.010424202308058739,0.010426197201013565,0.01042541116476059,0.010423260740935802,0.010434352792799473,topic1
26206754,0.3903714418411255,0.48011553287506104,0.01618317700922489,0.01619638130068779,0.016188425943255424,0.0161838848143816,0.0161869078874588,0.01619219407439232,0.016188863664865494,0.016193171963095665,topic1
26234285,0.015560141764581203,0.015557095408439636,0.015567468479275703,0.015559817664325237,0.8599564433097839,0.015557088889181614,0.015563289634883404,0.015558729879558086,0.015557145699858665,0.015562768094241619,topic4
26282167,0.24580001831054688,0.014100665226578712,0.014121285639703274,0.014189782552421093,0.01410073135048151,0.014100433327257633,0.014127690345048904,0.6412481665611267,0.01410703919827938,0.014104207046329975,topic7
