pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,pred
11815965,0.0,0.0,0.0,0.0,0.1221393346786499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762767493724823,0.0,0.0,topic17
11832716,0.11859726905822754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775976061820984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4786094129085541,topic19
11948141,0.011244005523622036,0.01124400831758976,0.01124400645494461,0.011244010180234909,0.01124400831758976,0.011244005523622036,0.01124400645494461,0.01124400645494461,0.16323356330394745,0.011244007386267185,0.011244027875363827,0.011244013905525208,0.5227645039558411,0.12285375595092773,0.011244007386267185,0.011244009248912334,0.011244007386267185,0.01124400645494461,0.011244010180234909,0.011244007386267185,topic12
11966385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6041157841682434,0.0,0.0,0.0,0.0,0.2583712935447693,0.0,0.0,0.0,0.0,0.0,topic9
11992049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6339817047119141,0.0,0.0,0.0,0.2021554559469223,topic15
12039922,0.14095346629619598,0.0,0.0,0.0,0.0,0.30151039361953735,0.0,0.0,0.0,0.0,0.0,0.0,0.41588515043258667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic12
12060629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758869469165802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11939731985330582,topic10
12082544,0.0,0.0,0.0,0.0,0.8745394945144653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic4
12084714,0.0,0.0,0.0,0.0,0.05399317294359207,0.0,0.0,0.0,0.0,0.21849673986434937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5896726846694946,0.0,0.0,topic17
12097284,0.3937573730945587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10430716723203659,0.22995051741600037,0.0,0.1806679219007492,0.0,0.0,0.0,0.0,topic0
