pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,pred
11785838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691039562225342,0.3279538154602051,0.0,0.0,0.0,0.0,0.0,topic13
12719541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571130037307739,topic19
12829664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28313833475112915,0.0,0.0,0.0,0.5979171395301819,0.0,topic18
12854905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23170816898345947,0.0,0.0,0.0,0.0,0.6205765604972839,topic19
12973843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2748575508594513,0.5756570100784302,0.0,0.0,0.0,0.0,topic15
15042678,0.0,0.0,0.0,0.0,0.0,0.0,0.6516966223716736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20433610677719116,0.0,0.0,0.0,0.0,0.0,topic6
15125609,0.0,0.0,0.0,0.0,0.5593710541725159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31098294258117676,0.0,0.0,0.0,0.0,0.0,topic4
15265787,0.0,0.0,0.8217217922210693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07420206069946289,0.0,0.0,0.0,0.0,0.0,topic2
15314510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3346315026283264,0.0,0.5478072166442871,0.0,0.0,0.0,topic16
15467034,0.0,0.133222758769989,0.0,0.0,0.0,0.5667680501937866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10110288113355637,0.0,0.0,0.0,0.0,0.09791730344295502,topic5
15507526,0.0,0.0,0.0,0.0,0.0,0.8497534990310669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic5
15604605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1743326634168625,0.7030919194221497,0.0,0.0,0.0,0.0,topic15
15883411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607460141181946,0.26235321164131165,0.0,0.0,0.0,0.0,0.0,topic13
16056252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8608244061470032,topic19
16395547,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.7637612819671631,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,0.012433615513145924,topic14
16416742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8506333827972412,0.0,0.0,0.0,0.0,0.0,topic14
16502413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746475651860237,0.0,0.0,0.0,0.7357988357543945,0.0,0.0,0.11383174359798431,0.0,0.0,topic14
16503854,0.0,0.8180666565895081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic1
16772123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8569952845573425,0.0,0.0,0.0,topic16
16862570,0.0,0.0,0.0,0.8016478419303894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06069232523441315,0.0,0.0,0.0,0.0,0.0,topic3
16966261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5738301277160645,0.0,0.0,0.0,0.0,0.3171904683113098,0.0,0.0,0.0,0.0,0.0,topic9
17134123,0.010312897153198719,0.010312897153198719,0.010312898084521294,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312899015843868,0.010312897153198719,0.010312897153198719,0.010312898084521294,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.010312897153198719,0.8040549755096436,topic19
17145843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12038066238164902,0.0,0.0,0.0,0.6059569716453552,0.1720544695854187,topic18
17560209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8444948792457581,0.0,0.0,0.0,0.0,0.0,topic14
