pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,pred
12576918,0.011196869425475597,0.011204461567103863,0.01119668036699295,0.899210512638092,0.011200441978871822,0.011195694096386433,0.011201505549252033,0.011195648461580276,0.011198787949979305,0.011199372820556164,topic3
12602726,0.8711487650871277,0.014316277578473091,0.014317063614726067,0.014318127185106277,0.014318747445940971,0.014316504821181297,0.014316675253212452,0.014315934851765633,0.014316992834210396,0.014314853586256504,topic0
12641346,0.012194656766951084,0.01220476534217596,0.012199059128761292,0.012201116420328617,0.012196652591228485,0.8902201056480408,0.01219558622688055,0.012195201590657234,0.012198190204799175,0.012194694951176643,topic5
12794246,0.011864616535604,0.01187257282435894,0.01186619233340025,0.011868560686707497,0.8931951522827148,0.011868811212480068,0.01186626311391592,0.011864998377859592,0.011866477318108082,0.011866310611367226,topic4
12850675,0.013235670514404774,0.013237718492746353,0.880865752696991,0.013240201398730278,0.013237516395747662,0.013242607936263084,0.013235056772828102,0.01323735248297453,0.013234101235866547,0.013233977369964123,topic2
15017593,0.013473867438733578,0.013479102402925491,0.013472095131874084,0.8787364363670349,0.013471811078488827,0.013472646474838257,0.013473174534738064,0.01347593404352665,0.013472432270646095,0.013472522608935833,topic3
15130267,0.011343254707753658,0.011346515268087387,0.011347559280693531,0.011354716494679451,0.8978728652000427,0.011352901346981525,0.011344150640070438,0.011349323205649853,0.011344432830810547,0.011344251222908497,topic4
15143931,0.015730829909443855,0.015737196430563927,0.015732556581497192,0.8583966493606567,0.015733715146780014,0.015734776854515076,0.015730099752545357,0.015730630606412888,0.01573227532207966,0.015741245821118355,topic3
15192791,0.012581773102283478,0.012591013684868813,0.012581946328282356,0.16473160684108734,0.012585535645484924,0.012584242969751358,0.012584374286234379,0.01258166041225195,0.012584061361849308,0.7345937490463257,topic9
15330900,0.018036505207419395,0.018063146620988846,0.018035495653748512,0.018034979701042175,0.8376142978668213,0.018040303140878677,0.01803918369114399,0.01803489774465561,0.018049292266368866,0.018051911145448685,topic4
16133801,0.013142945244908333,0.013148601166903973,0.013145248405635357,0.013144792057573795,0.013151022605597973,0.013146907091140747,0.01315063051879406,0.013143353164196014,0.8816847801208496,0.013141725212335587,topic8
