pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,pred
9306419,0.011014213785529137,0.011014143005013466,0.011014125309884548,0.011014541611075401,0.011013970710337162,0.7171462774276733,0.011013180948793888,0.011014110408723354,0.19474180042743683,0.0110136354342103,topic5
10079468,0.01056773029267788,0.010568512603640556,0.010568252764642239,0.01056838221848011,0.010567584075033665,0.010569591075181961,0.010567937046289444,0.010568033903837204,0.9048861265182495,0.010567860677838326,topic8
11731795,0.013629359193146229,0.01362934336066246,0.013631745241582394,0.013629700988531113,0.013656682334840298,0.013630641624331474,0.013629414141178131,0.013633571565151215,0.8772991895675659,0.013630363158881664,topic8
11751539,0.014247715473175049,0.014246922917664051,0.014246199280023575,0.014246887527406216,0.014248903840780258,0.014249813742935658,0.01425127312541008,0.014246572740375996,0.8717694282531738,0.014246271923184395,topic8
11755464,0.011995525099337101,0.011995832435786724,0.011996181681752205,0.2839495539665222,0.6200729608535767,0.011998966336250305,0.011995124630630016,0.011996268294751644,0.012000925838947296,0.011998708359897137,topic4
11756188,0.014988881535828114,0.01498753484338522,0.014988941140472889,0.014990488067269325,0.014992013573646545,0.014990746974945068,0.014987071044743061,0.01498697604984045,0.42386946082115173,0.45621785521507263,topic9
11756194,0.015593348070979118,0.015590670518577099,0.015590011142194271,0.8596770763397217,0.015594914555549622,0.01559368520975113,0.015591980889439583,0.015587433241307735,0.015592711046338081,0.015588176436722279,topic3
11773175,0.018456952646374702,0.01845410093665123,0.01845700480043888,0.3180500268936157,0.5343042016029358,0.01845555007457733,0.01845494657754898,0.01845555007457733,0.018458325415849686,0.018453389406204224,topic4
11778605,0.013453151099383831,0.013443426229059696,0.01345148030668497,0.878887951374054,0.013450250029563904,0.013460460118949413,0.013449517078697681,0.01345303375273943,0.013449959456920624,0.013500758446753025,topic3
11781252,0.014156489633023739,0.014156444929540157,0.01415734738111496,0.014157801866531372,0.01415956299751997,0.014158226549625397,0.014156187884509563,0.01415704470127821,0.8725836873054504,0.014157232828438282,topic8
11790564,0.3878031075000763,0.01505423616617918,0.015053514391183853,0.015054441057145596,0.015052970498800278,0.015055559575557709,0.015053222887217999,0.015053946524858475,0.49176499247550964,0.015053982846438885,topic8
11790976,0.011874881573021412,0.011874941177666187,0.011875219643115997,0.011875363998115063,0.011874421499669552,0.011875172145664692,0.011874787509441376,0.4210466742515564,0.48395392298698425,0.011874609626829624,topic8
11799530,0.011085620149970055,0.20901650190353394,0.011085784994065762,0.01108627486974001,0.011084460653364658,0.011085601523518562,0.011084441095590591,0.011085139587521553,0.7023009061813354,0.011085234582424164,topic8
11806975,0.013162337243556976,0.01316194236278534,0.013162513263523579,0.013163919560611248,0.013163533993065357,0.013163522817194462,0.013161450624465942,0.013163353316485882,0.8815348744392395,0.013162554241716862,topic8
11806985,0.010722847655415535,0.010723897255957127,0.010723934508860111,0.5442232489585876,0.010722330771386623,0.010723299346864223,0.010722250677645206,0.010722449980676174,0.3699935972690582,0.010722105391323566,topic3
11807010,0.011979667469859123,0.011991252191364765,0.011979402042925358,0.011980040930211544,0.011978299356997013,0.011979576200246811,0.011979863047599792,0.01198037900030613,0.8921657204627991,0.011985741555690765,topic8
11809705,0.01895507238805294,0.829424262046814,0.01895032823085785,0.0189420934766531,0.01896158792078495,0.018969448283314705,0.018953369930386543,0.018947221338748932,0.018947629258036613,0.018949050456285477,topic1
11821445,0.41952696442604065,0.01341151911765337,0.013413931243121624,0.47318384051322937,0.013410164043307304,0.013411291874945164,0.013409767299890518,0.013410266488790512,0.013412440195679665,0.01340981014072895,topic3
11821455,0.012735624797642231,0.3934209942817688,0.012736096046864986,0.5046879053115845,0.012735945172607899,0.012736130505800247,0.01273506972938776,0.012738708406686783,0.01273785438388586,0.01273568719625473,topic3
11821456,0.017751233652234077,0.017750542610883713,0.8402283191680908,0.01776040904223919,0.01774800568819046,0.017750928178429604,0.017751626670360565,0.01775095798075199,0.017752358689904213,0.01775561273097992,topic2
11842392,0.011852089315652847,0.011849956586956978,0.011849796399474144,0.011852906085550785,0.011849750764667988,0.8933429718017578,0.01184876449406147,0.011850215494632721,0.011852335184812546,0.011851264163851738,topic5
11854390,0.013989447616040707,0.013991809450089931,0.8740816712379456,0.0139912785962224,0.013988727703690529,0.013991137966513634,0.013990848325192928,0.013989616185426712,0.013996445573866367,0.013988982886075974,topic2
11856795,0.013969280757009983,0.01397035550326109,0.013970115222036839,0.013971228152513504,0.013969297520816326,0.013970723375678062,0.013968970626592636,0.01396853942424059,0.8742720484733582,0.01396945770829916,topic8
11861270,0.016867514699697495,0.016868656501173973,0.01686619594693184,0.01686782017350197,0.016864856705069542,0.8481982350349426,0.016864608973264694,0.016865292564034462,0.016871504485607147,0.016865324229002,topic5
11863228,0.014498923905193806,0.014500628225505352,0.014501124620437622,0.014503654092550278,0.8694855570793152,0.014500163495540619,0.014498474076390266,0.01450361218303442,0.014507720246911049,0.014500093646347523,topic4
11867505,0.015154264867305756,0.015150431543588638,0.015152926556766033,0.015155497007071972,0.015151450410485268,0.015163525938987732,0.8636114597320557,0.015150505118072033,0.015159019269049168,0.01515092235058546,topic6
11867721,0.014878123067319393,0.01487518660724163,0.8660967350006104,0.014875436201691628,0.014876022934913635,0.01489102840423584,0.014874601736664772,0.014874394051730633,0.014880805276334286,0.014877676032483578,topic2
11870175,0.013730241917073727,0.013729791156947613,0.013731042854487896,0.013731298968195915,0.013730255886912346,0.8764180541038513,0.013731779530644417,0.013738056644797325,0.013730787672102451,0.01372868474572897,topic5
11873541,0.013475705869495869,0.01347561739385128,0.013477512635290623,0.013481246307492256,0.013477370142936707,0.01347599271684885,0.013475140556693077,0.01347621250897646,0.8787089586257935,0.013476254418492317,topic8
11877262,0.011835814453661442,0.011835090816020966,0.011835810728371143,0.3249105215072632,0.011834687553346157,0.5804080367088318,0.01183425635099411,0.011834588833153248,0.01183644961565733,0.011834795586764812,topic5
11877311,0.017734652385115623,0.017734671011567116,0.01774144545197487,0.01773722656071186,0.017733832821249962,0.0177360400557518,0.017733938992023468,0.01773442141711712,0.8403792381286621,0.017734529450535774,topic8
11896112,0.013471664860844612,0.013469952158629894,0.01347079686820507,0.6624042391777039,0.013470790348947048,0.01347116008400917,0.2298135906457901,0.013472258113324642,0.013474347069859505,0.013481170870363712,topic3
11896119,0.873746931552887,0.014006788842380047,0.014029212296009064,0.014089059084653854,0.014031285420060158,0.01401516143232584,0.01400772575289011,0.013997580856084824,0.014019987545907497,0.014056269079446793,topic0
11899114,0.014991612173616886,0.014988336712121964,0.014990720897912979,0.014994103461503983,0.014990667812526226,0.8650781512260437,0.014988811686635017,0.01499172206968069,0.01499652024358511,0.014989347197115421,topic5
11914627,0.012006300501525402,0.012009373866021633,0.012014200910925865,0.012007905170321465,0.012006725184619427,0.012007756158709526,0.012010501697659492,0.01201040018349886,0.8919185996055603,0.01200819481164217,topic8
11920509,0.017002219334244728,0.01700102537870407,0.017002927139401436,0.017002563923597336,0.01700342260301113,0.017003219574689865,0.017000332474708557,0.01700134389102459,0.8469792008399963,0.01700374111533165,topic8
11920510,0.018023749813437462,0.018020980060100555,0.018023032695055008,0.8377997279167175,0.018021535128355026,0.018022136762738228,0.01802290976047516,0.01802138425409794,0.01802343875169754,0.018021095544099808,topic3
