pmid,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,pred
11821453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2913195788860321,0.0,0.5925907492637634,topic19
11830312,0.0,0.0,0.0,0.0,0.0,0.0,0.56222003698349,0.0,0.0,0.0,0.0,0.0,0.1849994659423828,0.0,0.13639117777347565,0.0,0.0,0.0,0.0,0.0,topic6
11895897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582258403301239,0.0,0.0,0.0,0.0,0.32030871510505676,0.0,0.0,topic12
11896119,0.0,0.0,0.0,0.0,0.25284796953201294,0.0,0.0,0.0,0.0,0.0,0.0,0.1791469156742096,0.0,0.0,0.0,0.0,0.04989755153656006,0.41272205114364624,0.0,0.0,topic17
11914909,0.0,0.0,0.0,0.0,0.0,0.4027564525604248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49030008912086487,0.0,0.0,topic17
11956271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3425096273422241,0.0,0.0,0.0,0.548431396484375,0.0,0.0,0.0,topic16
11972094,0.0,0.0,0.0,0.5715252161026001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032054215669632,0.0,0.0,0.11568274348974228,0.0,0.0,0.0,0.0,0.0,topic3
12001121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8736947178840637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic12
12020170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254628539085388,0.056130580604076385,0.0,0.0,0.0,0.12636218965053558,0.0,0.0,topic12
12036407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8813559412956238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic9
