pmid,tsne1,tsne2
11988838,-27.004248,31.64016
11990305,46.29933,5.503951
11990694,-47.478558,-23.327574
11991243,23.235485,-13.094583
11992049,48.550766,6.683869
11992182,-5.878946,-9.077144
11992760,1.5399088,-51.57021
11992800,-41.627674,17.735964
11993784,-7.724732,9.029716
11994589,27.377563,17.728497
11994980,-50.998814,21.625229
11994983,68.11741,-2.2512074
11997559,20.629778,21.196756
11998794,-1.3293344,-52.601334
11999950,9.380038,-14.80165
12000221,-22.796364,33.13032
12000860,-18.327063,-5.2958493
12000866,-28.190813,-50.50073
12000869,-28.712376,-2.0837855
12000870,-31.158165,8.008912
12001121,-34.081524,-28.605103
12002342,-37.616226,26.66113
12002762,-3.3230188,3.2024038
12003185,-49.057148,-15.08603
12003188,-47.292736,-23.873014
12003192,-41.554173,27.693983
12003198,-40.211254,-23.727097
12004173,46.274834,9.76168
12004205,28.223663,-0.9623926
12005396,-16.709234,7.950035
12006508,-33.9421,2.4577892
12006510,-45.182545,31.777945
12006520,-47.83628,-21.67295
12006521,-34.123142,-30.486517
12006523,-1.9020058,27.721018
12006525,-39.709633,40.750813
12006531,18.92142,14.872087
12006532,4.8097854,33.489933
12006539,12.920514,34.20427
12006541,-35.371067,4.4045963
12006546,-54.188152,8.147832
12006754,22.144703,-17.319769
12006924,15.735826,32.488617
12007194,-14.866343,54.669563
12007222,-2.7907312,53.678417
12007941,17.222895,-5.8385267
12007958,-52.339046,24.05754
12008081,-3.8793256,1.2797762
12010785,-44.655,13.785484
12010810,-45.21763,43.445545
12010830,-29.1311,-43.26608
12010861,-34.679363,30.990309
12011120,-30.019756,-40.947838
12011121,-29.924608,-41.247417
12011122,-23.41431,-32.30708
12011129,58.15286,11.443081
12011133,-40.605232,-29.611979
12011222,-2.028357,-36.710663
12011226,-9.285643,52.741875
12011912,29.687485,-19.694645
12012293,38.41631,-3.052321
12012301,6.8316,-19.646019
12012302,6.4589057,-30.5539
12012316,-14.206116,-39.0402
12013286,42.50222,6.5642376
12014418,26.181078,41.22712
12014635,-39.046135,32.600124
12014810,-22.650917,-50.828827
12015755,-45.37479,-29.204739
12015757,-31.193666,-31.46377
12015769,44.793724,10.061083
12018454,27.618631,56.012627
12018929,3.3856192,-25.963697
12019370,-12.524622,31.285042
12020170,-27.52716,-12.757411
12020395,-22.164373,-28.43217
12021307,-28.203102,5.5394936
12023792,-4.6804786,-31.892914
12023956,-43.287468,30.473114
12023992,34.151897,34.06557
12023993,34.147564,34.669136
12026238,-0.50588095,-55.719894
12029434,40.303886,-27.518284
12029548,-16.493631,6.259127
12031359,26.149357,-8.285718
12031374,19.553638,16.297934
12031380,6.012557,16.501284
12031864,-3.3376286,-17.576778
12035031,35.247925,-3.4437125
12035835,-7.883123,-44.4664
12036407,-12.8563,-16.900452
12036413,-7.8927236,-30.996834
12036427,-50.394154,6.3160424
12036687,68.53643,-1.7870305
12036851,54.7478,9.023593
12036859,-24.203833,-32.39293
12036860,-29.490055,-43.24951
12036884,-49.620148,20.00011
12036895,-15.429878,-55.509193
12036900,-6.5796475,5.8655434
12036906,-24.759947,44.004227
12036916,-58.015423,17.202759
12036925,-45.167324,31.68782
12036931,-8.197462,9.5487795
12038950,-2.8195412,-5.358985
12039921,-40.636776,-35.22782
12039922,-47.8878,-20.850698
12039924,33.952515,2.7438767
12039933,31.784807,37.710842
12040279,10.603083,-6.4779005
12040281,65.012,-5.6012735
12040286,-39.683346,-28.580673
12040287,62.27333,-0.74012834
12040289,-6.220229,-30.297785
12040295,-51.454765,-15.265842
12041516,62.078487,2.887454
12042700,-7.8737235,6.2740235
12042703,-34.1256,32.22457
12042704,-17.584946,-32.444206
12042710,-5.3066144,-39.122307
12042984,-0.9513806,-32.264843
12044015,3.57708,-36.39651
12044239,-10.030602,-20.603235
12044242,-6.317656,-22.518938
12044243,-15.971503,-6.9651093
12045065,-38.031292,-20.501684
12047134,-2.028246,-45.51852
12048272,29.76126,35.66667
12048274,-32.839577,-12.351742
12048275,-2.185812,56.868546
12048667,68.65937,-5.931084
12049533,22.198519,41.311237
12049536,23.750782,21.491081
12050101,-3.8667037,37.067688
12051873,-34.966003,13.18406
12051874,45.417103,11.831363
12052255,4.2565117,35.10909
12052756,30.74665,22.927206
12052763,-38.611786,10.8250475
12053861,-35.23165,17.043306
12054425,-42.087345,42.964226
12055390,10.045476,-29.885357
12056962,-30.257792,2.353738
12057038,-3.2715034,-27.416082
12057044,-5.745809,-29.720078
12057046,-7.1770096,-30.114761
12057073,5.3773117,-28.455688
12057079,-11.707744,-24.741066
12057081,15.718896,-53.47483
12057089,10.942855,-32.75018
12057863,-47.762306,6.6348143
12060117,-21.722841,-34.00829
12060130,-25.17811,-53.23638
12060497,-28.18265,6.800625
12060604,-51.492554,22.48369
12060605,-31.78279,43.300514
12060629,-10.673875,31.857025
12060634,-12.841259,52.421745
12061726,-20.460579,4.769145
12061815,-49.391808,25.844791
12063831,-1.1721921,-28.265068
12064365,-21.132786,-48.897797
12065559,-41.791557,-23.606936
12065561,-39.771683,-27.586378
12065566,8.867193,-36.74296
12065795,-5.4024477,-31.39772
12065796,-3.6434584,-21.806833
12065797,14.399437,-28.125153
12065798,10.295158,-24.943655
12067983,-53.71054,-18.044512
12067995,-4.5535755,36.70492
12068383,-9.814543,-30.06627
12070006,-5.257089,-0.90705544
12070008,-5.455672,-0.63364303
12070010,25.844759,53.396484
12070033,-4.4712977,-44.151848
12072546,-30.815332,14.518579
12072547,25.662416,53.43417
12072633,29.702707,-0.21188799
12074326,21.364094,2.3822007
12074327,-3.6016383,35.328545
12074764,-20.968168,-32.811317
12075703,12.199439,-12.549541
12075915,45.485325,-41.994568
12076905,21.446884,21.477863
12077755,31.05955,-8.183248
12079306,19.369598,-18.701027
12082544,-12.471047,49.515034
12082548,-34.439316,38.87013
12083634,-33.487724,-21.443577
12084194,-21.534086,-21.718542
12084350,68.36511,-3.7548566
12084714,-35.149185,29.943382
12085234,-49.817417,34.54705
12086670,-26.776566,45.460552
12086872,-6.6563272,3.6422086
12086882,-47.961754,11.861433
12086889,-10.798202,10.746436
12086890,-7.279314,7.584125
12087137,48.73756,28.956236
12088116,-39.222424,32.480263
12089225,-20.622665,-43.2043
12089232,8.867193,-36.74296
12091329,-16.718449,-54.37261
12091333,-27.278448,-35.84464
12091357,-50.056843,28.213465
12091368,-30.656563,13.940916
12091817,-35.613518,10.465456
12093945,-16.724678,-48.50198
12094374,-3.711031,28.907267
12094541,-41.568035,-25.112362
12095553,21.625238,-2.8504891
12095911,-37.593845,42.02973
12095968,2.172598,-28.451292
12095969,17.740074,-3.622772
12095976,-10.465946,-6.3614435
12096084,11.393207,43.97335
12096085,0.49232385,9.961286
12097257,-5.44199,48.296825
12097260,-19.753391,1.2077247
12097269,-35.019806,29.99823
12097284,-19.554646,42.73965
12097302,-51.63709,31.2074
12099190,27.731203,34.38943
12099577,-16.698347,30.196064
12100142,-54.855804,10.502405
12100691,-32.06318,-43.370464
12101412,-19.614386,42.398464
12101424,-19.96075,49.783504
12101426,-5.6565614,44.123154
12102578,-31.945343,30.473015
12103372,21.403494,-16.406057
12107213,55.85383,11.218477
12108893,-5.9858027,-29.987986
12108895,-4.8784533,-29.802729
12108896,-5.716993,-30.06967
12108897,-43.388954,-27.622496
12108899,-5.8878784,-29.538202
12108901,-5.4812155,-30.412594
12108902,-5.92505,-29.887114
12108918,13.349734,-3.042303
12109342,45.85933,38.28002
12109356,-21.461702,-14.234116
12109359,46.100506,38.345123
12109799,-6.185194,-30.253233
12109800,-41.736927,-30.13116
12109804,-6.187576,-30.201723
12111105,-49.515423,-21.866144
12111110,-30.367802,-41.6283
12111119,-32.571964,8.627951
12111120,-32.819366,2.5887406
12111649,19.701052,8.225203
12113048,-13.789104,-17.616179
12113051,-12.936101,-1.2947519
12114217,-47.883446,21.759846
12114403,-15.133151,-55.839283
12114406,14.23937,46.9671
12114412,-42.922783,-38.132492
12114413,-56.35472,-16.715157
12114417,-26.171736,-38.93893
12114418,-25.458183,-39.878296
12114422,-10.746464,-0.9411436
12114423,-12.210396,52.435345
12114448,-54.831715,20.087582
12115322,43.746597,-34.5223
12115325,41.374306,10.658095
12115328,-35.472416,-34.359642
12115341,-25.64719,-12.3083315
12115351,-41.377434,-21.597485
12115355,-42.978947,-21.495304
12115358,18.993639,-13.011732
12115395,-33.94597,5.541568
12115478,-24.901762,40.6604
12116072,47.396,-41.087437
12117190,9.582122,-23.20345
12118020,-40.952335,-33.164875
12118391,11.531175,-16.185478
12118764,29.94035,-11.524273
12119278,22.699812,41.250546
12122002,-25.989687,36.452133
12123535,-12.375084,-17.16903
12123536,-48.355675,6.123493
12124170,-44.03645,13.412343
12124173,-44.763718,13.847543
12124177,-8.621197,9.342768
12124833,-36.833515,-26.602114
12124835,-36.515293,-22.782572
12124836,26.189314,18.4613
12124838,44.10831,6.154757
12126507,31.12395,58.592876
12127724,-33.012543,34.74603
12127961,-15.2954235,40.28336
12128123,-2.4683692,34.22245
12128124,21.16993,-2.7608864
12128129,56.705154,-36.200645
12130488,-6.3688974,-3.0470855
12131088,23.52845,-0.5605282
12131153,20.328413,30.835772
12131305,-21.449675,-20.412245
12131429,66.71479,-2.706684
12132736,57.887318,1.6894066
12133274,-35.20904,10.650787
12134369,9.749135,18.67164
12138396,-11.70307,-24.970419
12138397,-6.201899,-30.045448
12138400,-46.530506,35.522556
12138402,-32.452156,34.50578
12138408,8.282422,-40.976646
12139635,34.534782,20.314762
12142558,-30.773209,1.4479442
12142560,1.5033195,-54.94068
12142791,66.32332,-1.6330034
12145056,26.79451,20.496323
12145312,-16.653088,47.520657
12145531,-16.441883,8.063067
12149051,10.694911,-38.784313
12149200,-12.6052685,-0.3492867
12149202,-42.60504,-37.607487
12149203,-32.399086,-5.907703
12149204,-12.582794,-7.959532
12149226,-3.8327107,7.5038333
12149290,-43.36061,-23.598276
12149292,34.629032,5.4156246
12149295,36.56746,2.040724
12149300,-21.391655,-33.595722
12149301,-33.979298,-26.223907
12149306,27.565454,-31.540342
12149307,27.555729,-31.45636
12149456,-48.071304,13.005633
12149644,-30.474384,33.981552
12151149,36.09179,24.300152
12151346,-38.6892,27.943527
12153163,-33.624866,-48.918118
12153184,-3.2595603,-52.679916
12154042,-30.619944,35.29043
12161355,-33.77908,-43.594543
12161751,-33.99112,36.79777
12162686,11.859857,42.349007
12162763,-41.61215,19.598927
12162819,-49.088192,34.43118
12162911,-13.392802,-38.138256
12162914,-7.0073156,-40.762802
12163325,57.275223,-12.334379
12163360,-1.7155398,52.371872
12163369,-22.34402,48.63101
12163460,-38.62664,10.8707075
12164555,2.948221,-27.103497
12164682,3.544764,41.840305
12165506,-12.337173,4.0871363
12165641,57.558228,-10.553694
12167579,29.682722,-19.304436
12167583,26.754774,-8.16255
12167786,-41.688698,-29.65044
12168084,-37.89922,5.415092
12168088,1.9139875,-20.118801
12168962,26.96602,17.335556
12170085,51.937233,15.86014
12170773,-47.13789,33.98707
12170776,-49.274773,33.686443
12170777,-45.937252,27.36204
12171425,17.564793,-57.11416
12171483,-19.591667,-56.128395
12171876,-54.011116,-27.373266
12171878,-57.52415,17.007105
12171879,-49.830696,-21.765007
12171886,13.488313,51.320507
12171891,-57.580868,20.043818
12171905,-41.745914,18.060198
12172290,4.4897165,-57.93124
12172547,-9.477899,8.132782
12172974,-47.649097,26.205276
12172976,-62.092026,-19.464878
12173037,-49.502266,36.667324
12173318,35.213383,18.198374
12173327,-46.808804,-36.74193
12173328,12.798373,16.297033
12173333,-46.64445,11.886562
12173340,41.417183,3.613904
12173345,-1.711469,-8.976213
12173347,16.694786,-9.173741
12173492,-46.565685,-23.42343
12173712,42.577427,13.982485
12173715,-9.865779,-39.974667
12174634,32.426857,9.032815
12176867,-28.361753,17.813265
12176876,-23.782032,-50.560696
12176882,-42.03963,-37.449398
12176916,-31.193855,-31.633562
12177096,-42.657146,-18.948109
12177113,-55.33691,-26.678194
12177606,-34.916702,12.665326
12181401,-45.546703,-9.32986
12182418,-45.42784,28.164154
12182973,18.59994,-8.739668
12182994,31.746832,-32.90319
12183422,-35.597935,10.406325
12184413,30.44319,-3.3099189
12185297,-2.793863,-29.431545
12185299,35.220253,-51.81672
12186216,32.54927,-20.886845
12187203,22.46359,12.812548
12187216,19.558498,16.198648
12187331,-50.172806,34.45207
12188943,18.749594,-5.979469
12189205,-41.32583,30.906569
12191565,-8.634106,9.353625
12192324,36.49233,-5.890971
12192595,-34.861835,15.000428
12193477,-22.550623,27.736094
12194793,31.012226,58.151157
12195305,29.035603,23.904655
12195643,44.034492,33.01947
12195692,-23.795578,-25.601456
12196213,-8.059381,6.9108887
12196214,-8.221224,-37.176765
12196274,24.699017,27.020674
12196278,-2.5473013,28.806374
12196745,10.136338,-15.905686
12197215,14.32252,41.1076
12197224,2.1128159,27.178295
12198634,1.0912851,-23.74436
12198635,1.0422881,-25.41602
12199627,-7.2286696,-29.711725
12200352,53.751743,-9.007309
12200353,-47.72788,12.273284
12200376,-23.436438,0.5211091
12201492,-51.078598,-16.61936
12201495,-41.562233,-20.889893
12201498,-20.756477,5.346494
12201643,5.6294255,-15.019415
12202663,20.158314,-31.405727
12202666,33.137844,-13.271032
12202668,39.300514,-34.733013
12202783,-49.50194,2.1987035
12202975,9.552528,-34.227455
12203062,64.49181,-4.8028955
12203099,-50.3271,-13.0047
12203106,-12.912219,-1.4036412
12203791,-15.993641,24.710674
12203792,21.977016,40.258404
12204061,18.60437,32.030205
12204532,-48.493435,12.613042
12204533,-25.95519,38.77078
12206602,27.306263,21.086155
12208747,16.291075,29.4323
12208756,-55.153942,10.613627
12208847,-22.47969,46.920586
12208864,-27.723518,39.177998
12208894,47.283974,32.56887
12209598,16.995428,43.893223
12209664,30.555393,20.1109
12209670,-5.727272,-30.197378
12209675,-8.092931,-30.722767
12209680,27.618193,19.053104
12209686,-42.61293,-27.127962
12209692,43.696533,-15.789768
12209697,-36.49072,-5.8153853
12209699,19.631836,-2.7863777
12209705,-36.237576,11.149828
12209710,-31.55717,-22.246777
12209712,44.282856,-11.905414
12209714,44.130787,6.714756
12209730,44.68747,9.4777775
12209733,-45.71824,9.656625
12209743,16.326014,10.794636
12209751,-32.35241,-47.21831
12209992,-27.7746,10.138731
12210018,24.335024,-1.6048862
12210031,33.790134,-2.0011075
12210482,-49.765217,36.118122
12210486,21.900202,-23.434687
12210929,11.238478,24.20842
12213576,-50.186817,5.3772607
12214287,-9.806878,-40.33907
12214291,-25.216896,-9.736062
12214292,-6.6752644,-36.343735
12215091,-50.513298,-22.01295
12215248,51.679474,-25.201654
12216083,35.511806,18.314306
12216106,48.94659,7.0224724
12218163,-31.42314,4.8782563
12218588,26.083813,-13.910393
12219004,-21.735949,40.022537
12219781,-12.105353,3.610905
12223436,44.926136,35.66284
12226014,-14.293219,-14.213373
12226754,-44.707344,43.603214
12228197,-53.76668,-24.063059
12228201,-57.700855,-20.554928
12228203,-47.850143,-19.277142
12228208,-17.151554,-42.37852
12228209,-23.74969,-32.362038
12231058,7.1338673,-15.777793
12231068,-33.239227,27.78752
12231521,-30.203485,-39.337437
12231522,-53.938435,-18.562754
12231542,-49.685562,28.191284
12231544,-49.10522,24.409468
12231545,-56.80536,17.139305
12231547,-51.708023,-15.518285
12233924,22.602781,-4.6905355
12234168,-15.858305,-55.198746
12234279,-19.349865,-56.3931
12234701,-41.58079,-33.78127
12234976,-30.615252,6.2817135
12234991,-30.925192,37.121143
12234993,-33.8394,34.318707
12235008,-35.007412,30.023035
12235222,20.178988,-51.04867
12237282,33.318573,39.982048
12237916,-40.842613,-25.560343
12237919,50.022587,-1.3654857
12237922,32.799747,-27.087933
12237926,39.843037,10.237301
12237927,-16.888803,26.937798
12239148,-5.3214164,-0.8355925
12241110,-0.73046464,-56.76158
12242449,-29.024405,4.131676
12242694,-33.886448,33.595215
12242723,-35.553932,10.40193
12243551,-1.735485,-47.314255
12243810,-39.31572,-25.337233
12243812,3.6612844,-5.40301
12243982,-31.099699,-35.879158
12269263,4.721815,-24.938278
12269451,32.508556,-20.629906
12269772,-8.541377,35.98473
12296515,-1.1007221,40.40292
12324633,-5.5130005,-30.417835
